# AUG16Fluids FromSolPSToSteve.py generated @ Monday, 07. January 2013 09:19
# parallel velocity (up) (m.s-1)
   ix   iy      x           y           z01           z02           z03           z04           z05           z06           z07           z08           z09           z10           z11           z12           z13           z14           z15           z16
   13   10  1.4270E+00 -9.3656E-01 -6.439873E+03 -4.832840E+03 -5.793237E+03 -6.041275E+03 -6.037750E+03 -6.335716E+03 -6.299002E+03 -6.234698E+03 -6.172897E+03 -4.109154E+03 -5.743874E+03 -6.043174E+03 -6.051667E+03 -6.022285E+03 -6.352861E+03 -6.251610E+03
   14   10  1.4199E+00 -8.5422E-01  2.252463E+04 -5.028364E+03  1.208023E+03  4.646440E+03  6.909030E+02 -2.282043E+03 -4.444815E+03  6.745992E+03  1.074232E+04 -1.638141E+04 -6.485108E+03  3.638454E+03  1.125318E+03 -1.954250E+03 -4.035451E+03 -5.583456E+03
   15   10  1.3577E+00 -7.7318E-01  2.148633E+04 -6.620754E+03  6.273858E+02  9.578843E+03  7.942441E+03  5.499873E+03  3.912367E+03  6.117119E+03  1.176890E+04  6.384942E+03  5.105233E+03  4.194496E+03  6.333791E+03  5.871933E+03  4.299755E+03  3.068445E+03
   16   10  1.2882E+00 -6.5969E-01  1.711843E+04 -1.106876E+03  4.478248E+03  1.154661E+04  9.818705E+03  8.828565E+03  8.487435E+03  4.588196E+03  1.025315E+04  3.696672E+03  4.571434E+03  2.414180E+03  8.007141E+03  9.140938E+03  8.772747E+03  8.435555E+03
   17   10  1.2202E+00 -5.2375E-01  1.458893E+04  8.019297E+04  5.588953E+04  1.299381E+04  1.073972E+04  1.052093E+04  1.084645E+04  2.783352E+03  9.915063E+03  1.078255E+03 -2.180604E+02  1.597994E+03  8.680537E+03  1.063994E+04  1.092465E+04  1.112624E+04
   18   10  1.1605E+00 -3.6650E-01  1.337741E+04  1.140351E+05  2.900568E+04  1.403592E+04  1.143769E+04  1.156876E+04  1.213434E+04  2.380737E+02  9.911411E+03 -1.150665E+02 -1.776873E+03  1.571640E+03  9.091530E+03  1.158606E+04  1.209151E+04  1.250438E+04
   19   10  1.1174E+00 -1.8929E-01  1.257806E+04  1.410348E+05  2.084006E+04  1.493048E+04  1.216454E+04  1.259496E+04  1.328947E+04 -1.640630E+03  9.986515E+03 -1.071407E+03 -1.842818E+03  1.694298E+03  9.445115E+03  1.258338E+04  1.320555E+04  1.370656E+04
   20   10  1.0998E+00  4.3593E-03  1.190389E+04  1.499701E+05  2.075970E+04  1.532400E+04  1.286782E+04  1.356836E+04  1.435337E+04 -2.444748E+03  1.010123E+04 -2.048528E+03 -1.811443E+03  1.929862E+03  9.735446E+03  1.355078E+04  1.426263E+04  1.482052E+04
   21   10  1.1155E+00  2.0826E-01  1.118205E+04  1.176781E+05  2.079780E+04  1.541966E+04  1.338267E+04  1.432149E+04  1.518802E+04 -2.723900E+03  1.023885E+04 -2.182640E+03 -1.613108E+03  2.132874E+03  9.910979E+03  1.430650E+04  1.510388E+04  1.573189E+04
   22   10  1.1703E+00  4.1351E-01  1.018262E+04  5.376704E+04  2.067723E+04  1.532691E+04  1.364092E+04  1.470372E+04  1.562195E+04 -2.814876E+03  1.037816E+04 -2.255890E+03 -1.134043E+03  2.235979E+03  9.976633E+03  1.468371E+04  1.552815E+04  1.622716E+04
   23   10  1.2704E+00  6.0680E-01  8.513408E+03  1.546347E+04  1.226532E+04  1.339625E+04  1.365975E+04  1.474865E+04  1.566971E+04 -2.902955E+03  1.047078E+04  6.302551E+02 -2.818702E+02  2.211620E+03  9.887674E+03  1.473264E+04  1.557255E+04  1.628498E+04
   24   10  1.4276E+00  7.5384E-01  6.195739E+03 -1.649228E+04 -1.319603E+04  5.312472E+03  1.247429E+04  1.310385E+04  1.343922E+04 -3.114162E+03  1.039021E+04 -3.944738E+02 -6.425606E+02  1.702539E+03  8.561267E+03  1.322399E+04  1.339000E+04  1.366070E+04
   25   10  1.6309E+00  7.8543E-01  5.071638E+03 -2.985969E+04 -2.220766E+04 -1.104028E+03  9.881242E+03  9.490004E+03  8.234329E+03 -3.136127E+03  1.029743E+04 -1.585273E+03 -8.214142E+02  1.577208E+03  7.063195E+03  9.817906E+03  8.338394E+03  7.399765E+03
   26   10  1.8277E+00  6.9207E-01  4.560798E+03 -3.616809E+04 -2.228443E+04 -4.233153E+03  9.142297E+03  9.266549E+03  7.861183E+03 -2.557302E+03  1.019786E+04 -1.919674E+02 -4.651176E+02  1.823710E+03  7.006242E+03  9.598581E+03  8.013387E+03  6.788870E+03
   27   10  1.9822E+00  5.3253E-01  4.111589E+03 -4.121012E+04 -2.213512E+04 -5.707623E+03  8.743717E+03  9.602474E+03  8.589908E+03 -1.889919E+03  9.953747E+03 -1.358174E+03 -8.364917E+01  2.472097E+03  7.241763E+03  9.813003E+03  8.734383E+03  7.861278E+03
   28   10  2.0867E+00  3.4036E-01  3.737161E+03 -4.286823E+04 -2.175345E+04 -6.834622E+03  8.168667E+03  1.029180E+04  1.028037E+04 -1.231059E+03  9.657292E+03  6.392145E+02  7.302795E+02  3.107564E+03  7.444888E+03  1.018955E+04  1.037938E+04  1.020900E+04
   29   10  2.1330E+00  1.3276E-01  3.436115E+03 -4.284226E+04 -2.115370E+04 -7.256072E+03  7.174491E+03  1.069901E+04  1.099290E+04 -7.468883E+02  9.391378E+03  6.948979E+02  1.135559E+03  3.554316E+03  7.484040E+03  1.039232E+04  1.105371E+04  1.107792E+04
   30   10  2.1203E+00 -7.2121E-02  3.156187E+03 -4.034142E+04 -2.038217E+04 -7.349610E+03  6.261867E+03  1.101106E+04  1.148739E+04 -5.289740E+02  9.169872E+03  1.306043E+02  1.410891E+03  3.944801E+03  7.417974E+03  1.053105E+04  1.152482E+04  1.166067E+04
   31   10  2.0594E+00 -2.5882E-01  2.854701E+03 -3.523662E+04 -1.956240E+04 -7.327437E+03  5.969942E+03  1.143059E+04  1.210267E+04 -4.644937E+02  8.993432E+03  9.411657E+01  1.777110E+03  4.410728E+03  7.188690E+03  1.074062E+04  1.211613E+04  1.238860E+04
   32   10  1.9675E+00 -4.1983E-01  2.481395E+03 -2.903694E+04 -1.881385E+04 -7.040702E+03  5.970341E+03  1.235581E+04  1.332251E+04 -6.379004E+02  8.852786E+03  6.568690E+02  2.247858E+03  5.094378E+03  7.000949E+03  1.141683E+04  1.329860E+04  1.377511E+04
   33   10  1.8603E+00 -5.5447E-01  1.981480E+03 -2.224073E+04 -1.654204E+04 -5.909084E+03  6.740262E+03  1.429330E+04  1.568660E+04 -1.628993E+03  8.743618E+03  5.489393E+02  2.535742E+03  5.946216E+03  7.040292E+03  1.333958E+04  1.558058E+04  1.633440E+04
   34   10  1.7497E+00 -6.6517E-01  1.303935E+03 -1.456112E+04 -1.009260E+04 -3.600263E+03  1.037151E+04  1.759088E+04  1.973519E+04 -3.500917E+03  8.703614E+03 -5.886587E+02  2.493025E+03  6.726185E+03  8.416078E+03  1.664504E+04  1.943144E+04  2.076692E+04
   35   10  1.6441E+00 -7.5511E-01  4.851167E+02 -7.377274E+03  1.208671E+03  6.317109E+02  1.405833E+04  2.078705E+04  2.379690E+04 -4.608381E+03  8.861319E+03 -2.576524E+03  1.739252E+03  7.368101E+03  1.310616E+04  1.959742E+04  2.314731E+04  2.529189E+04
   36   10  1.5492E+00 -8.2530E-01 -2.955552E+02  8.108020E+03  6.504546E+03  6.131493E+03  1.448897E+04  2.062234E+04  2.378425E+04 -3.542123E+03  8.726898E+03 -6.480479E+02  1.362402E+03  7.923300E+03  1.558058E+04  1.920466E+04  2.287493E+04  2.521190E+04
   37   10  1.4762E+00 -8.6984E-01  5.184743E+03  1.264095E+03  1.010898E+04  1.307571E+03 -9.488281E+02 -1.357885E+03 -2.017006E+03  2.291720E+03  3.407300E+03 -1.208375E+03  3.468083E+03  7.734724E+03  1.924538E+03 -1.531366E+03 -1.961883E+03 -2.388322E+03
   38   10  1.4524E+00 -9.4354E-01 -8.887886E+03 -7.422363E+03 -6.066338E+03 -8.143008E+03 -8.486199E+03 -8.479280E+03 -6.455049E+03 -7.400228E+03 -8.702252E+03 -2.995367E+03 -5.789469E+03 -8.143095E+03 -8.501133E+03 -8.502221E+03 -6.195075E+03 -6.459035E+03
   39   10  1.4769E+00 -9.7253E-01 -1.373565E+03  7.825080E+02 -6.727529E+02 -1.296057E+03 -1.424456E+03 -1.682033E+03 -1.936747E+03 -1.052970E+03 -1.444909E+03 -2.424609E+03 -9.500269E+02 -1.312192E+03 -1.439721E+03 -1.471058E+03 -1.990865E+03 -1.925872E+03
   40   10  1.4990E+00 -1.0014E+00  1.122859E+03 -1.311707E+03  2.295888E+03  1.804718E+03  1.656920E+03  1.459183E+03  1.465633E+03  1.304299E+03  1.417052E+03 -2.140258E+03  1.550071E+03  1.720687E+03  1.569245E+03  1.571182E+03  1.421040E+03  1.495581E+03
   41   10  1.5180E+00 -1.0268E+00  3.875726E+03 -8.018020E+03  5.236453E+03  4.653597E+03  4.363130E+03  4.151520E+03  4.189272E+03  3.919520E+03  4.088126E+03  4.536963E+02  4.135580E+03  4.452196E+03  4.205793E+03  4.202768E+03  4.147728E+03  4.209977E+03
   42   10  1.5344E+00 -1.0487E+00  6.626744E+03  2.529898E+03  8.379236E+03  7.376015E+03  6.921405E+03  6.681305E+03  6.720017E+03  6.273577E+03  6.606099E+03  3.627130E+03  6.767940E+03  6.993136E+03  6.692657E+03  6.699399E+03  6.675885E+03  6.733712E+03
   43   10  1.5486E+00 -1.0677E+00  8.473792E+03  2.306649E+03  1.079465E+04  9.462545E+03  8.785808E+03  8.479497E+03  8.498727E+03  7.943774E+03  8.428816E+03  2.842530E+03  8.595240E+03  8.870889E+03  8.500526E+03  8.480746E+03  8.457171E+03  8.500341E+03
   44   10  1.5610E+00 -1.0841E+00  1.039554E+04  5.916778E+03  1.273766E+04  1.123733E+04  1.035215E+04  9.985701E+03  9.974811E+03  9.605903E+03  1.007136E+04  3.660507E+03  9.970425E+03  1.041927E+04  1.002544E+04  9.970094E+03  9.936283E+03  9.956547E+03
   45   10  1.5719E+00 -1.0986E+00  1.213628E+04  5.569171E+03  1.379501E+04  1.264697E+04  1.159818E+04  1.117346E+04  1.114107E+04  1.091841E+04  1.144607E+04  4.125261E+03  1.076238E+04  1.158018E+04  1.119206E+04  1.112680E+04  1.108914E+04  1.109649E+04
   46   10  1.5816E+00 -1.1116E+00  1.393915E+04  4.162158E+03  1.372179E+04  1.352875E+04  1.257250E+04  1.218290E+04  1.218255E+04  1.183163E+04  1.265488E+04  3.541561E+03  1.091161E+04  1.225175E+04  1.203153E+04  1.205557E+04  1.207412E+04  1.211326E+04
   47   10  1.5906E+00 -1.1235E+00  1.565671E+04  3.493731E+03  1.256132E+04  1.333902E+04  1.256666E+04  1.225857E+04  1.233486E+04  1.234637E+04  1.317797E+04  3.062486E+03  9.958897E+03  1.181064E+04  1.179601E+04  1.195922E+04  1.209428E+04  1.221271E+04
   48   10  1.5991E+00 -1.1349E+00  1.806682E+04  2.997894E+03  1.064412E+04  1.171357E+04  1.093750E+04  1.050849E+04  1.039761E+04  1.337315E+04  1.340240E+04  2.243561E+03  8.619050E+03  1.051198E+04  1.022600E+04  1.012546E+04  1.010313E+04  1.009435E+04
   49   10  1.6077E+00 -1.1461E+00  1.806437E+04  2.499604E+03  9.772292E+03  1.062047E+04  1.028469E+04  1.003276E+04  9.685137E+03  1.434883E+04  1.399631E+04  2.040378E+03  8.617664E+03  1.090296E+04  1.085464E+04  1.047143E+04  1.013301E+04  9.828891E+03
   50   10  1.6120E+00 -1.1518E+00  1.033734E+05  7.590774E+04  7.653553E+04  7.750473E+04  7.682781E+04  7.584076E+04  7.584075E+04  8.297848E+04  8.297848E+04  9.854004E+04  9.854004E+04  9.854004E+04  9.854004E+04  9.854004E+04  9.854004E+04  9.854004E+04
    1   11  1.2627E+00 -1.0447E+00 -4.167125E+04 -2.768735E+04 -2.769672E+04 -2.773292E+04 -2.772546E+04 -2.768669E+04 -2.768669E+04 -3.238685E+04 -3.238685E+04 -3.897548E+04 -3.897548E+04 -3.897548E+04 -3.897548E+04 -3.897548E+04 -3.897548E+04 -3.897548E+04
    2   11  1.2665E+00 -1.0420E+00 -2.705739E+04 -2.146651E+04 -2.549378E+04 -2.551323E+04 -2.544753E+04 -2.539489E+04 -2.533562E+04 -2.727980E+04 -2.620065E+04 -2.000461E+04 -2.562879E+04 -2.545807E+04 -2.537661E+04 -2.533163E+04 -2.531830E+04 -2.528126E+04
    3   11  1.2740E+00 -1.0364E+00 -2.391508E+04 -1.917261E+04 -2.366519E+04 -2.371948E+04 -2.371196E+04 -2.370003E+04 -2.368823E+04 -2.405671E+04 -2.388041E+04 -2.094612E+04 -2.372535E+04 -2.372571E+04 -2.369827E+04 -2.368503E+04 -2.367874E+04 -2.367116E+04
    4   11  1.2820E+00 -1.0305E+00 -2.318188E+04 -1.310879E+04 -2.268409E+04 -2.281007E+04 -2.278888E+04 -2.276835E+04 -2.275054E+04 -2.315705E+04 -2.298606E+04 -1.787688E+04 -2.273951E+04 -2.284162E+04 -2.279542E+04 -2.276590E+04 -2.275158E+04 -2.273887E+04
    5   11  1.2908E+00 -1.0240E+00 -2.248344E+04 -1.121663E+04 -2.164397E+04 -2.194782E+04 -2.193591E+04 -2.190878E+04 -2.188521E+04 -2.222578E+04 -2.221876E+04 -1.304029E+04 -2.154424E+04 -2.198583E+04 -2.195062E+04 -2.190601E+04 -2.188645E+04 -2.186983E+04
    6   11  1.3007E+00 -1.0167E+00 -2.129307E+04 -1.009413E+04 -2.025885E+04 -2.068482E+04 -2.067787E+04 -2.064302E+04 -2.061274E+04 -2.081542E+04 -2.099432E+04 -1.016665E+04 -1.999478E+04 -2.070896E+04 -2.069396E+04 -2.064361E+04 -2.061553E+04 -2.059445E+04
    7   11  1.3119E+00 -1.0084E+00 -2.060147E+04 -9.561112E+03 -1.874535E+04 -1.964280E+04 -1.967930E+04 -1.964290E+04 -1.959295E+04 -1.945650E+04 -2.013094E+04 -5.389125E+03 -1.783983E+04 -1.964569E+04 -1.969519E+04 -1.964094E+04 -1.959783E+04 -1.956321E+04
    8   11  1.3248E+00 -9.9869E-01 -2.100222E+04 -3.417122E+03 -1.819375E+04 -1.993233E+04 -2.006201E+04 -2.005437E+04 -2.000215E+04 -1.907516E+04 -2.051542E+04 -4.157157E+03 -1.705186E+04 -1.991899E+04 -2.006330E+04 -2.003715E+04 -2.000494E+04 -1.996927E+04
    9   11  1.3395E+00 -9.8742E-01 -1.955042E+04 -5.828472E+03 -1.509546E+04 -1.817924E+04 -1.840006E+04 -1.841599E+04 -1.835070E+04 -1.675039E+04 -1.889396E+04 -4.828524E+03 -1.373888E+04 -1.811323E+04 -1.838444E+04 -1.837894E+04 -1.835504E+04 -1.831099E+04
   10   11  1.3563E+00 -9.7423E-01 -1.863822E+04 -5.028014E+03 -1.270843E+04 -1.666648E+04 -1.706732E+04 -1.710193E+04 -1.701109E+04 -1.466872E+04 -1.769634E+04  5.906830E+02 -1.065548E+04 -1.655191E+04 -1.702952E+04 -1.704103E+04 -1.701947E+04 -1.695837E+04
   11   11  1.3752E+00 -9.5865E-01 -1.793311E+04 -3.610131E+03 -9.658563E+03 -1.508975E+04 -1.590197E+04 -1.593336E+04 -1.582323E+04 -1.221042E+04 -1.665832E+04  2.324632E+03 -7.119731E+03 -1.494946E+04 -1.582758E+04 -1.586372E+04 -1.583568E+04 -1.576122E+04
   12   11  1.3952E+00 -9.4011E-01 -1.694401E+04  9.301072E+01 -6.748143E+03 -1.339007E+04 -1.450214E+04 -1.452293E+04 -1.439344E+04 -8.869581E+03 -1.538219E+04 -1.043508E+04 -9.243615E+03 -1.313375E+04 -1.438075E+04 -1.444752E+04 -1.440879E+04 -1.431982E+04
   13   11  1.4133E+00 -9.1754E-01 -1.044656E+04 -1.574275E+04 -6.393470E+03 -8.060309E+03 -8.360782E+03 -8.415539E+03 -8.307675E+03 -4.190913E+03 -9.216873E+03 -8.818129E+02 -6.132333E+03 -7.972884E+03 -8.298783E+03 -8.332165E+03 -8.301336E+03 -8.224254E+03
   14   11  1.4000E+00 -8.6728E-01  2.127228E+04 -1.030330E+04  2.014126E+04  2.382021E+04  2.411750E+04  2.400297E+04  2.409008E+04  1.104357E+04  2.334960E+04 -1.517940E+04 -1.075903E+04  1.730167E+04  2.388380E+04  2.405250E+04  2.403614E+04  2.409559E+04
   15   11  1.3478E+00 -7.7709E-01  1.982958E+04 -9.804380E+03  3.193072E+03  2.637353E+04  3.373387E+04  3.410042E+04  3.591285E+04  6.248814E+03  2.698648E+04  1.861584E+03  4.657673E+03  2.030781E+04  3.206287E+04  3.397255E+04  3.544540E+04  3.654928E+04
   16   11  1.2829E+00 -6.6165E-01  1.638910E+04 -2.296070E+03  5.039968E+03  2.291587E+04  3.151531E+04  3.358443E+04  3.611001E+04  4.462827E+03  2.161899E+04  3.367878E+03  5.147830E+03  1.595382E+04  2.851772E+04  3.299948E+04  3.549100E+04  3.761340E+04
   17   11  1.2166E+00 -5.2499E-01  1.474757E+04  4.585036E+04  1.786397E+04  2.203810E+04  2.364086E+04  2.598257E+04  2.914714E+04  3.261312E+03  1.600940E+04  2.518832E+03  2.566858E+03  1.002599E+04  2.054368E+04  2.522131E+04  2.828784E+04  3.082133E+04
   18   11  1.1576E+00 -3.6725E-01  1.430819E+04  4.584492E+04  2.188625E+04  2.166831E+04  1.946635E+04  2.074681E+04  2.271429E+04  1.408082E+03  1.459957E+04 -2.684787E+02 -9.878869E+02  5.761563E+03  1.587864E+04  2.025775E+04  2.216846E+04  2.379463E+04
   19   11  1.1149E+00 -1.8965E-01  1.410826E+04  4.778875E+04  2.208103E+04  2.166888E+04  1.873675E+04  2.001622E+04  2.138658E+04 -1.796667E+03  1.423044E+04 -1.166177E+03 -1.070637E+03  5.009116E+03  1.436567E+04  1.965072E+04  2.101148E+04  2.207818E+04
   20   11  1.0974E+00  4.3675E-03  1.396725E+04  4.209946E+04  2.240080E+04  2.171000E+04  1.864361E+04  1.996890E+04  2.132031E+04 -2.761730E+03  1.407120E+04 -1.868328E+03 -1.069124E+03  4.974692E+03  1.402350E+04  1.961891E+04  2.096672E+04  2.201171E+04
   21   11  1.1131E+00  2.0869E-01  1.379723E+04  3.175009E+04  2.333482E+04  2.173455E+04  1.860158E+04  1.995829E+04  2.130770E+04 -2.879046E+03  1.394189E+04 -1.902458E+03 -1.014576E+03  4.963671E+03  1.387714E+04  1.961475E+04  2.096120E+04  2.200426E+04
   22   11  1.1678E+00  4.1453E-01  1.342782E+04  2.791127E+04  2.353567E+04  2.172531E+04  1.854009E+04  1.993938E+04  2.128941E+04 -2.934798E+03  1.373377E+04 -2.105395E+03 -9.191723E+02  4.938897E+03  1.371371E+04  1.960446E+04  2.095104E+04  2.199456E+04
   23   11  1.2677E+00  6.0899E-01  1.192371E+04  2.592115E+04  2.343562E+04  2.130024E+04  1.828269E+04  1.980883E+04  2.115564E+04 -3.023400E+03  1.306925E+04 -6.323316E+02 -8.400419E+02  4.754357E+03  1.323081E+04  1.951015E+04  2.085125E+04  2.189001E+04
   24   11  1.4258E+00  7.5797E-01  5.727863E+03 -6.666489E+03 -2.472299E+03  1.202739E+04  1.502691E+04  1.646456E+04  1.735018E+04 -3.443250E+03  1.029826E+04 -6.119736E+02 -8.686768E+02  2.211131E+03  1.026958E+04  1.643453E+04  1.719703E+04  1.785802E+04
   25   11  1.6312E+00  7.8964E-01  2.076683E+03 -3.521102E+04 -2.312167E+04  2.383504E+03  1.139662E+04  1.195955E+04  1.214058E+04 -3.689690E+03  8.492974E+03 -8.287341E+02 -8.883265E+02  1.493256E+03  7.638622E+03  1.218044E+04  1.204090E+04  1.225634E+04
   26   11  1.8293E+00  6.9447E-01  1.599650E+03 -4.106135E+04 -2.312019E+04 -3.861602E+03  8.359196E+03  8.457704E+03  7.874732E+03 -3.651469E+03  7.620416E+03 -7.017030E+02 -8.375094E+02  1.479988E+03  5.882709E+03  8.926364E+03  7.951670E+03  7.536248E+03
   27   11  1.9839E+00  5.3377E-01  1.520507E+03 -4.216074E+04 -2.304139E+04 -7.290043E+03  6.609903E+03  7.305654E+03  6.721139E+03 -3.475742E+03  7.216135E+03 -7.776855E+02 -5.118319E+02  1.520253E+03  5.527029E+03  7.592356E+03  6.900151E+03  6.340716E+03
   28   11  2.0883E+00  3.4097E-01  1.502502E+03 -4.216929E+04 -2.271953E+04 -9.799614E+03  5.321821E+03  7.202233E+03  6.701691E+03 -3.096940E+03  7.017155E+03  4.533025E+02  2.198832E+02  1.695233E+03  5.350726E+03  7.304680E+03  6.887154E+03  6.339823E+03
   29   11  2.1346E+00  1.3289E-01  1.502999E+03 -4.117483E+04 -2.215858E+04 -1.107784E+04  3.564748E+03  7.128934E+03  6.689908E+03 -2.758213E+03  6.900088E+03  6.008851E+02  7.018926E+02  1.881038E+03  4.993451E+03  7.022196E+03  6.879093E+03  6.342084E+03
   30   11  2.1218E+00 -7.2401E-02  1.516454E+03 -3.841731E+04 -2.138489E+04 -1.132565E+04  1.562758E+03  7.022065E+03  6.658125E+03 -2.597261E+03  6.827569E+03  4.059411E+02  1.030322E+03  2.006523E+03  4.024858E+03  6.574983E+03  6.853163E+03  6.330425E+03
   31   11  2.0609E+00 -2.5946E-01  1.550740E+03 -3.289056E+04 -2.035939E+04 -1.140778E+04 -4.728372E+02  6.881603E+03  6.556496E+03 -2.527421E+03  6.788383E+03  3.701039E+02  1.394631E+03  2.093777E+03  2.131967E+03  5.942005E+03  6.766816E+03  6.257824E+03
   32   11  1.9691E+00 -4.2085E-01  1.638581E+03 -2.547123E+04 -1.917794E+04 -1.143880E+04 -2.532042E+03  6.793641E+03  6.343956E+03 -2.521103E+03  6.776608E+03  4.799439E+02  1.679434E+03  2.145615E+03 -4.799818E+02  5.451158E+03  6.612274E+03  5.978295E+03
   33   11  1.8622E+00 -5.5599E-01  1.907323E+03 -1.748629E+04 -1.693881E+04 -1.144412E+04 -3.855673E+03  6.750282E+03  6.054586E+03 -2.605927E+03  6.805519E+03  4.804541E+02  1.834358E+03  2.151522E+03 -3.496235E+03  5.269611E+03  6.448138E+03  5.365711E+03
   34   11  1.7522E+00 -6.6746E-01  2.996472E+03 -9.418908E+03 -1.110589E+04 -1.137305E+04 -4.178522E+03  6.741770E+03  5.756421E+03 -2.794584E+03  7.019440E+03 -4.929329E+02  1.873020E+03  1.924826E+03 -6.008172E+03  5.172082E+03  6.303502E+03  4.591701E+03
   35   11  1.6481E+00 -7.5900E-01  7.204754E+03 -2.697118E+03 -3.547949E+03 -9.865609E+03 -4.180907E+03  7.275421E+03  5.904507E+03 -2.787117E+03  8.402975E+03 -1.459113E+03  1.845827E+03  4.484598E+02 -6.174315E+03  5.327572E+03  6.540095E+03  4.683102E+03
   36   11  1.5570E+00 -8.3394E-01  1.766369E+04 -1.315629E+03 -1.938817E+03 -6.485585E+03 -2.217854E+03  9.589135E+03  7.758509E+03 -1.303677E+03  1.427661E+04  1.777295E+02  2.750222E+03 -1.698801E+02 -3.834694E+03  6.351252E+03  8.272349E+03  6.341022E+03
   37   11  1.4891E+00 -8.9183E-01  2.789125E+04  1.126738E+04 -8.100500E+03 -5.607120E+03  4.202841E+03  1.548838E+04  1.415254E+04 -8.113913E+02  2.222736E+04 -1.267983E+03  3.289325E+03 -2.260561E+03  2.219144E+03  1.022237E+04  1.336975E+04  1.228728E+04
   38   11  1.4692E+00 -9.3333E-01 -1.374278E+04 -4.769078E+04 -1.096636E+04 -2.312459E+04 -3.312025E+04 -3.354196E+03  2.170909E+04 -1.151617E+04 -2.405960E+04  1.132655E+03 -7.116812E+03 -2.128014E+04 -3.220388E+04 -3.544038E+04  2.246362E+04  2.307365E+04
   39   11  1.4850E+00 -9.6674E-01 -1.037358E+04  4.544401E+03 -4.953365E+03 -1.530485E+04 -1.971882E+04 -2.107006E+04 -2.049525E+04 -6.892085E+03 -1.737813E+04 -5.623066E+03 -5.951831E+03 -1.463962E+04 -1.954935E+04 -2.104909E+04 -2.020381E+04 -2.094895E+04
   40   11  1.5033E+00 -9.9678E-01 -3.801952E+03 -2.808958E+03 -2.315365E+03 -6.841339E+03 -8.576812E+03 -8.990198E+03 -9.125285E+03 -3.460654E+03 -7.622363E+03 -3.310624E+03 -3.542113E+03 -6.981520E+03 -8.578804E+03 -9.036494E+03 -9.111367E+03 -9.285429E+03
   41   11  1.5207E+00 -1.0226E+00  9.050941E+01 -2.377409E+04 -8.869498E+02 -1.763756E+03 -2.790805E+03 -3.017776E+03 -3.165028E+03 -9.361417E+02 -2.304140E+03 -1.453462E+03 -1.117898E+03 -2.088632E+03 -2.782333E+03 -2.982595E+03 -3.153407E+03 -3.242213E+03
   42   11  1.5362E+00 -1.0448E+00  2.981921E+03  6.582179E+02  4.008890E+03  1.712282E+03  9.878047E+02  8.295920E+02  6.607222E+02  1.199136E+03  1.286668E+03  2.265377E+03  1.562032E+03  1.373091E+03  1.013296E+03  8.965343E+02  6.783502E+02  6.012988E+02
   43   11  1.5499E+00 -1.0639E+00  4.776814E+03 -6.306576E+03  6.017779E+03  4.064635E+03  3.458627E+03  3.281932E+03  3.086581E+03  2.616855E+03  3.649294E+03  8.587302E+02  2.793742E+03  3.702557E+03  3.489823E+03  3.364593E+03  3.117804E+03  3.025950E+03
   44   11  1.5619E+00 -1.0804E+00  6.056982E+03 -2.131233E+03  7.952050E+03  5.894303E+03  5.410257E+03  5.207473E+03  5.013807E+03  3.862682E+03  5.432484E+03  2.019467E+03  4.133281E+03  5.518409E+03  5.421879E+03  5.292823E+03  5.049324E+03  4.960448E+03
   45   11  1.5726E+00 -1.0950E+00  6.322560E+03 -1.860245E+02  8.030368E+03  6.661529E+03  6.162505E+03  5.894976E+03  5.695773E+03  4.265927E+03  6.010497E+03 -3.174848E+01  4.182010E+03  6.278121E+03  6.167560E+03  5.976701E+03  5.743688E+03  5.645264E+03
   46   11  1.5821E+00 -1.1082E+00  6.336051E+03 -7.284621E+02  7.026710E+03  6.665050E+03  6.166240E+03  5.817185E+03  5.597238E+03  4.322353E+03  5.957468E+03  9.465632E+01  4.159957E+03  6.329830E+03  6.160605E+03  5.891547E+03  5.655331E+03  5.542528E+03
   47   11  1.5910E+00 -1.1202E+00  6.329660E+03 -7.118810E+02  3.838644E+03  5.044039E+03  5.066222E+03  4.856792E+03  4.645770E+03  3.733701E+03  5.232642E+03 -5.905730E+02  3.204265E+03  5.473174E+03  5.281915E+03  4.957412E+03  4.741907E+03  4.614091E+03
   48   11  1.5995E+00 -1.1317E+00  1.182690E+04 -2.701517E+03  2.674291E+03  6.315909E+03  5.994856E+03  5.294882E+03  4.888545E+03  7.536911E+03  7.729122E+03 -8.951003E+02  4.423673E+03  6.743823E+03  6.020328E+03  5.389587E+03  4.996674E+03  4.739462E+03
   49   11  1.6081E+00 -1.1432E+00  1.390304E+04  1.701218E+03  8.272171E+03  9.092862E+03  8.664970E+03  8.339986E+03  8.129551E+03  1.188987E+04  1.054060E+04  1.805219E+03  7.258614E+03  9.096488E+03  8.723360E+03  8.378127E+03  8.165653E+03  8.022517E+03
   50   11  1.6125E+00 -1.1490E+00  3.946989E+04  9.047742E+03  9.765610E+03  1.092346E+04  1.014939E+04  9.001342E+03  9.001334E+03  1.696451E+04  1.696451E+04  3.422265E+04  3.422265E+04  3.422265E+04  3.422265E+04  3.422265E+04  3.422265E+04  3.422265E+04
    1   12  1.2661E+00 -1.0349E+00 -2.337827E+04 -9.561525E+03 -9.565561E+03 -9.583623E+03 -9.587629E+03 -9.561303E+03 -9.561301E+03 -1.444534E+04 -1.444534E+04 -2.051478E+04 -2.051478E+04 -2.051478E+04 -2.051478E+04 -2.051478E+04 -2.051478E+04 -2.051478E+04
