   20    /BE+0 PHOTON EMISSIVITY COEFFICIENTS/
8254.1 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 1/ISEL=    1
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 4.70D-13 2.39D-12 2.90D-12 2.65D-12 2.39D-12 1.89D-12 1.01D-12 3.94D-13
 1.04D-12 5.25D-12 6.27D-12 5.75D-12 5.17D-12 4.07D-12 2.16D-12 8.43D-13
 2.84D-12 1.42D-11 1.67D-11 1.55D-11 1.40D-11 1.10D-11 5.82D-12 2.29D-12
 5.64D-12 2.75D-11 3.22D-11 3.00D-11 2.72D-11 2.15D-11 1.15D-11 4.60D-12
 1.01D-11 4.74D-11 5.46D-11 5.09D-11 4.64D-11 3.67D-11 2.00D-11 8.19D-12
 1.78D-11 7.70D-11 8.55D-11 7.92D-11 7.19D-11 5.70D-11 3.15D-11 1.34D-11
 2.27D-11 9.20D-11 9.88D-11 9.05D-11 8.17D-11 6.46D-11 3.61D-11 1.58D-11
 2.49D-11 9.39D-11 9.74D-11 8.80D-11 7.89D-11 6.23D-11 3.52D-11 1.57D-11
 2.23D-11 7.59D-11 7.51D-11 6.67D-11 5.93D-11 4.67D-11 2.67D-11 1.22D-11
 1.73D-11 5.42D-11 5.19D-11 4.55D-11 4.03D-11 3.17D-11 1.83D-11 8.51D-12
2175.0 A    10   8 /FILMEM = WJD91#BE/TYPE = EXCIT    /INDM  = 2/ISEL=   20
 1.00D+11 2.00D+11 5.00D+11 1.00D+12 2.00D+12 5.00D+12 1.00D+13 2.00D+13
 5.00D+13 1.00D+14
 2.00D+00 5.00D+00 1.00D+01 1.50D+01 2.00D+01 3.00D+01 5.00D+01 8.00D+01
 4.99D-10 4.07D-09 8.92D-09 1.15D-08 1.29D-08 1.45D-08 1.54D-08 1.52D-08
 5.13D-10 4.11D-09 8.90D-09 1.14D-08 1.28D-08 1.43D-08 1.52D-08 1.50D-08
 5.13D-10 3.98D-09 8.49D-09 1.08D-08 1.22D-08 1.36D-08 1.44D-08 1.43D-08
 4.91D-10 3.70D-09 7.79D-09 9.91D-09 1.11D-08 1.24D-08 1.32D-08 1.32D-08
 4.47D-10 3.23D-09 6.70D-09 8.50D-09 9.54D-09 1.07D-08 1.14D-08 1.15D-08
 3.55D-10 2.39D-09 4.83D-09 6.11D-09 6.86D-09 7.71D-09 8.33D-09 8.50D-09
 2.74D-10 1.73D-09 3.43D-09 4.33D-09 4.88D-09 5.50D-09 5.98D-09 6.14D-09
 2.00D-10 1.18D-09 2.29D-09 2.90D-09 3.27D-09 3.70D-09 4.04D-09 4.17D-09
 1.26D-10 6.60D-10 1.25D-09 1.58D-09 1.78D-09 2.03D-09 2.23D-09 2.31D-09
 8.48D-11 4.01D-10 7.46D-10 9.36D-10 1.06D-09 1.20D-09 1.33D-09 1.38D-09
C----------------------------------------------------------------------------
C
C  PHOTON EMISSIVITY COEFFICIENTS:
C
C     ISEL  WAVELENGTH   TRANSITION            TYPE    METASTABLE   IMET
C     ----  ----------   -------------------   -----   ----------   ----
C       1.    8254.1     3S(1S)   - 2P(1P)     EXCIT   2S2 (1S)      1
C       2.    8254.1     3S(1S)   - 2P(1P)     EXCIT   2S2P(3P)      2
C       3.    4572.7     3D(1D)   - 2P(1P)     EXCIT   2S2 (1S)      1
C       4.    4572.7     3D(1D)   - 2P(1P)     EXCIT   2S2P(3P)      2
C       5.    4407.9     4S(1S)   - 2P(1P)     EXCIT   2S2 (1S)      1
C       6.    4407.9     4S(1S)   - 2P(1P)     EXCIT   2S2P(3P)      2
C       7.    2348.6     2P(1P)   - 2S2(1S)    EXCIT   2S2 (1S)      1
C       8.    2348.6     2P(1P)   - 2S2(1S)    EXCIT   2S2P(3P)      2
C       9.    6786.0     4P(3P)   - 3S(3S)     EXCIT   2S2 (1S)      1
C      10.    6786.0     4P(3P)   - 3S(3S)     EXCIT   2S2P(3P)      2
C      11.    3321.2     3S(3D)   - 2P(3P)     EXCIT   2S2 (1S)      1
C      12.    3321.2     3S(3D)   - 2P(3P)     EXCIT   2S2P(3P)      2
C      13.    2650.6     2P2(3P)  - 2P(3P)     EXCIT   2S2 (1S)      1
C      14.    2650.6     2P2(3P)  - 2P(3P)     EXCIT   2S2P(3P)      2
C      15.    2494.6     3D(3D)   - 2P(3P)     EXCIT   2S2 (1S)      1
C      16.    2494.6     3D(3D)   - 2P(3P)     EXCIT   2S2P(3P)      2
C      17.    2351.0     4S(3S)   - 2P(3P)     EXCIT   2S2 (1S)      1
C      18.    2351.0     4S(3S)   - 2P(3P)     EXCIT   2S2P(3P)      2
C      19.    2175.0     4D(3D)   - 2P(3P)     EXCIT   2S2 (1S)      1
C      20.    2175.0     4D(3D)   - 2P(3P)     EXCIT   2S2P(3P)      2
C
C   NOTES
C        (1) * ON IMET INDEXES THE RECOMBINING PARENT STATE FOR
C            RECOMBINATION CONTRIBUTIONS
C        (2) PROCESSED WITH CODE V3BNDLN1
C
C          WILLIAM J. DICKSON   JET   ??/??/??
C
C----------------------------------------------------------------------------
 
C---------------------------------------------------------------------------------
C ADAS ADF15 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf15/ionelec/ionelec_pec#be0.dat,v 2.1 2004/07/07 00:24:03 whitefor Exp $ Date $Date: 2004/07/07 00:24:03 $
C---------------------------------------------------------------------------------
