{NUMBER OF COLUMNS}       5
*
* SHOTS  =   24861
* TIMES  =     0.233333 to     0.249333 s
* SMOOTH =       5
* SAMPLE =       1
*
*       PSIn           r           z        dens          Te
*                    (m)         (m)       (m-3)        (eV)
    0.199536    0.984815    0.000000    5.48E+19      441.88
    0.199932    1.002930    0.000000    5.57E+19      442.85
    0.200999    1.002420    0.000000    5.68E+19      425.21
    0.208542    0.994992    0.000000    5.59E+19      446.23
    0.210041    1.013670    0.000000    5.58E+19      439.91
    0.210499    1.014150    0.000000    5.61E+19      442.46
    0.211224    1.013190    0.000000    5.55E+19      437.64
    0.212385    1.012700    0.000000    5.50E+19      436.51
    0.218684    1.005180    0.000000    5.50E+19      436.14
    0.222375    1.023920    0.000000    5.48E+19      435.46
    0.222759    1.024390    0.000000    5.45E+19      430.96
    0.223646    1.023450    0.000000    5.52E+19      429.91
    0.224908    1.022980    0.000000    5.57E+19      431.67
    0.229965    1.015370    0.000000    5.57E+19      437.22
    0.235787    1.034150    0.000000    5.59E+19      442.47
    0.236094    1.034610    0.000000    5.62E+19      439.49
    0.237179    1.033710    0.000000    5.64E+19      438.62
    0.238549    1.033260    0.000000    5.62E+19      439.99
    0.242358    1.025560    0.000000    5.61E+19      437.00
    0.250345    1.044400    0.000000    5.62E+19      434.37
    0.250557    1.044840    0.000000    5.62E+19      439.99
    0.251838    1.043970    0.000000    5.61E+19      439.33
    0.253321    1.043540    0.000000    5.62E+19      441.46
    0.255831    1.035740    0.000000    5.60E+19      442.51
    0.266013    1.054660    0.000000    5.62E+19      441.33
    0.266105    1.055070    0.000000    5.62E+19      435.54
    0.267597    1.054230    0.000000    5.58E+19      434.34
    0.269204    1.053820    0.000000    5.53E+19      446.27
    0.270414    1.045920    0.000000    5.60E+19      430.86
    0.282693    1.065290    0.000000    5.59E+19      429.87
    0.282698    1.064890    0.000000    5.66E+19      420.20
    0.284428    1.064490    0.000000    5.63E+19      423.52
    0.286100    1.056120    0.000000    5.63E+19      419.50
    0.286148    1.064090    0.000000    5.67E+19      415.06
    0.300376    1.075520    0.000000    5.65E+19      415.67
    0.300501    1.075140    0.000000    5.73E+19      417.00
    0.302351    1.074750    0.000000    5.72E+19      415.03
    0.302785    1.066290    0.000000    5.68E+19      417.45
    0.304210    1.074370    0.000000    5.70E+19      412.24
    0.319095    1.085750    0.000000    5.76E+19      412.48
    0.319332    1.085380    0.000000    5.67E+19      411.11
    0.320573    1.076480    0.000000    5.69E+19      412.92
    0.321350    1.085020    0.000000    5.71E+19      415.53
    0.323339    1.084650    0.000000    5.70E+19      411.71
    0.338813    1.095980    0.000000    5.70E+19      409.32
    0.339189    1.095630    0.000000    5.64E+19      405.84
    0.339361    1.086660    0.000000    5.64E+19      397.33
    0.341346    1.095280    0.000000    5.76E+19      367.14
    0.343493    1.094930    0.000000    5.63E+19      390.05
    0.359171    1.096860    0.000000    5.64E+19      385.26
    0.359537    1.106200    0.000000    5.64E+19      379.19
    0.360043    1.105860    0.000000    5.57E+19      371.58
    0.362388    1.105540    0.000000    5.54E+19      372.07
    0.364681    1.105200    0.000000    5.49E+19      363.51
    0.379934    1.107030    0.000000    5.47E+19      360.07
    0.381252    1.116430    0.000000    5.42E+19      357.94
    0.381940    1.116120    0.000000    5.45E+19      357.28
    0.384423    1.115800    0.000000    5.41E+19      342.68
    0.386895    1.115480    0.000000    5.33E+19      338.80
    0.401684    1.117220    0.000000    5.28E+19      333.89
    0.404161    1.126780    0.000000    5.30E+19      327.74
    0.405024    1.126490    0.000000    5.22E+19      318.76
    0.407675    1.126180    0.000000    5.15E+19      322.29
    0.410339    1.125880    0.000000    5.20E+19      318.19
    0.424585    1.127520    0.000000    5.23E+19      316.09
    0.428052    1.137130    0.000000    5.20E+19      321.08
    0.429078    1.136850    0.000000    5.23E+19      320.77
    0.431955    1.136570    0.000000    5.29E+19      314.88
    0.434798    1.136280    0.000000    5.30E+19      313.13
    0.448469    1.137830    0.000000    5.26E+19      309.77
    0.452846    1.147480    0.000000    5.31E+19      300.72
    0.454073    1.147220    0.000000    5.33E+19      299.42
    0.457141    1.146950    0.000000    5.39E+19      298.68
    0.460224    1.146690    0.000000    5.37E+19      302.24
    0.473199    1.148130    0.000000    5.43E+19      298.24
    0.478464    1.157820    0.000000    5.40E+19      295.64
    0.479902    1.157580    0.000000    5.40E+19      290.86
    0.483196    1.157330    0.000000    5.36E+19      288.27
    0.486480    1.157080    0.000000    5.41E+19      283.37
    0.498747    1.158430    0.000000    5.43E+19      282.00
    0.504972    1.168160    0.000000    5.47E+19      280.72
    0.506634    1.167940    0.000000    5.52E+19      280.73
    0.510166    1.167710    0.000000    5.55E+19      276.43
    0.513688    1.167480    0.000000    5.75E+19      271.04
    0.525156    1.168730    0.000000    5.76E+19      265.95
    0.532292    1.178510    0.000000    5.77E+19      260.07
    0.534193    1.178310    0.000000    5.78E+19      256.84
    0.537948    1.178090    0.000000    5.78E+19      262.13
    0.541721    1.177880    0.000000    5.77E+19      251.04
    0.552360    1.179050    0.000000    5.75E+19      246.24
    0.560341    1.188860    0.000000    5.74E+19      243.93
    0.562465    1.188670    0.000000    5.73E+19      238.80
    0.566478    1.188470    0.000000    5.70E+19      229.41
    0.570510    1.188280    0.000000    5.60E+19      220.89
    0.580230    1.189360    0.000000    5.50E+19      219.61
    0.589168    1.199210    0.000000    5.40E+19      216.93
    0.591526    1.199030    0.000000    5.33E+19      214.26
    0.595779    1.198840    0.000000    5.24E+19      207.15
    0.600024    1.198650    0.000000    5.21E+19      193.92
    0.608864    1.199680    0.000000    5.16E+19      188.19
    0.618605    1.209550    0.000000    5.12E+19      183.23
    0.621208    1.209380    0.000000    5.06E+19      178.59
    0.625740    1.209210    0.000000    4.99E+19      175.72
    0.630234    1.209030    0.000000    4.92E+19      171.94
    0.638054    1.209990    0.000000    4.88E+19      171.37
    0.648655    1.219900    0.000000    4.80E+19      170.19
    0.651511    1.219740    0.000000    4.76E+19      166.34
    0.656267    1.219570    0.000000    4.68E+19      163.01
    0.661043    1.219410    0.000000    4.56E+19      158.12
    0.667810    1.220310    0.000000    4.49E+19      153.16
    0.679276    1.230230    0.000000    4.44E+19      146.72
    0.682425    1.230090    0.000000    4.37E+19      144.80
    0.687441    1.229930    0.000000    4.32E+19      140.20
    0.692447    1.229770    0.000000    4.28E+19      136.63
    0.698115    1.230620    0.000000    4.23E+19      132.51
    0.710413    1.240580    0.000000    4.18E+19      129.03
    0.713803    1.240440    0.000000    4.10E+19      123.68
    0.719112    1.240300    0.000000    4.05E+19      120.74
    0.724382    1.240150    0.000000    3.99E+19      117.73
    0.728837    1.240940    0.000000    3.93E+19      113.30
    0.741928    1.250920    0.000000    3.93E+19      110.33
    0.745623    1.250800    0.000000    3.91E+19      107.56
    0.751162    1.250660    0.000000    3.88E+19      105.77
    0.756725    1.250530    0.000000    3.81E+19      103.15
    0.759911    1.251260    0.000000    3.76E+19      100.63
    0.773922    1.261270    0.000000    3.71E+19       95.37
    0.777867    1.261150    0.000000    3.67E+19       91.04
    0.783701    1.261030    0.000000    3.66E+19       87.01
    0.789497    1.260900    0.000000    3.65E+19       83.15
    0.791365    1.261580    0.000000    3.59E+19       79.05
    0.807457    1.272040    0.000000    3.52E+19       75.90
    0.811696    1.271930    0.000000    3.47E+19       72.51
    0.817765    1.271810    0.000000    3.39E+19       70.72
    0.823860    1.271700    0.000000    3.35E+19       67.62
    0.824258    1.272320    0.000000    3.34E+19       65.31
    0.841222    1.282810    0.000000    3.29E+19       62.98
    0.845750    1.282710    0.000000    3.21E+19       63.40
    0.852107    1.282610    0.000000    3.18E+19       58.18
    0.857336    1.283070    0.000000    3.12E+19       56.34
    0.858458    1.282510    0.000000    3.14E+19       54.88
    0.875207    1.293580    0.000000    3.15E+19       52.38
    0.880024    1.293490    0.000000    3.15E+19       48.73
    0.886629    1.293400    0.000000    3.04E+19       45.84
    0.890485    1.293800    0.000000    2.99E+19       44.09
    0.893229    1.293310    0.000000    2.87E+19       43.49
    0.909123    1.304350    0.000000    2.72E+19       40.65
    0.914218    1.304270    0.000000    2.60E+19       37.74
    0.921050    1.304190    0.000000    2.49E+19       36.31
    0.923526    1.304550    0.000000    2.43E+19       33.87
    0.927910    1.304120    0.000000    2.20E+19       29.63
    0.943061    1.315130    0.000000    1.93E+19       25.71
    0.948416    1.315060    0.000000    1.68E+19       22.00
    0.955444    1.314990    0.000000    1.49E+19       19.67
    0.956432    1.315300    0.000000    1.32E+19       15.06
    0.962468    1.314920    0.000000    1.19E+19       13.18
    0.976851    1.325900    0.000000    1.19E+19       13.18
    0.982455    1.325840    0.000000    1.05E+19       10.93
    0.989143    1.326050    0.000000    1.05E+19        9.01
    0.989662    1.325780    0.000000    8.75E+18        7.17
    1.030860    1.336530    0.000000    7.93E+18        6.92
    1.043199    1.347440    0.000000    7.95E+18        5.92
    1.049286    1.347400    0.000000    8.76E+18        6.21
    1.053335    1.347540    0.000000    9.03E+18        5.85
    1.056865    1.347370    0.000000    7.42E+18        6.48
    1.064410    1.347330    0.000000    7.90E+18        6.94
    1.075802    1.358210    0.000000    6.63E+18        7.98
    1.162835    1.379800    0.000000    2.01E+18       13.13
    1.226410    1.401480    0.000000    3.34E+18        6.28
    1.233013    1.412220    0.000000    3.88E+18        4.73
    1.237127    1.412160    0.000000    2.27E+18        5.39
    1.240471    1.412250    0.000000    2.92E+18       17.35
{END}
