{NUMBER OF COLUMNS}       5
*
* SHOTS  =   24861
* TIMES  =     0.233333 to     0.249333 s
*
*       PSIn           r           z        dens          Te
*                    (m)         (m)       (m-3)        (eV)
    1.082123    1.358180    0.000000    1.15E+19        7.02
    1.084827    1.358270    0.000000    4.14E+18       13.28
    1.097598    1.358140    0.000000    1.35E+19        6.08
    1.108075    1.369010    0.000000    6.90E+18        4.67
    1.114656    1.369000    0.000000    9.85E+18        5.57
    1.130393    1.368960    0.000000    1.04E+19        2.61
    1.146952    1.379830    0.000000    6.45E+17        8.26
    1.154808    1.379810    0.000000    3.88E+17        8.40
    1.162835    1.379800    0.000000    3.52E+17        9.29
    1.171419    1.390620    0.000000    7.59E+18       31.11
    1.177427    1.390610    0.000000    1.06E+18        8.62
    1.194845    1.390640    0.000000    3.20E+17        8.36
    1.202458    1.401430    0.000000    6.69E+18       30.25
    1.209703    1.401450    0.000000    3.48E+17       10.88
    1.218043    1.401460    0.000000    8.48E+18        2.96
    1.226410    1.401480    0.000000    3.38E+17       10.14
    1.233013    1.412220    0.000000    5.87E+18        3.24
    1.237127    1.412160    0.000000    1.68E+18        4.17
    1.240471    1.412250    0.000000    3.05E+18        3.16
    1.248991    1.412280    0.000000    4.08E+17        6.24
    1.257510    1.412310    0.000000    3.58E+18       69.96
    1.270864    1.423080    0.000000    3.98E+17        7.13
    1.288200    1.423160    0.000000    4.33E+17        8.08
    1.300709    1.433880    0.000000    3.73E+17        8.75
    1.318335    1.433980    0.000000    4.18E+17        7.84
    1.322101    1.444650    0.000000    4.68E+18        3.67
    1.330172    1.444710    0.000000    3.84E+17        7.77
    1.339100    1.444760    0.000000    3.33E+17        7.90
    1.348055    1.444820    0.000000    3.51E+17        7.94
    1.359082    1.455520    0.000000    3.22E+17        8.37
    1.368176    1.455590    0.000000    1.48E+18       58.27
    1.429336    1.479010    0.000000    3.71E+17       14.59
    1.458985    1.490720    0.000000    5.16E+17       63.01
{END}
