1.00
*     IK    IR          PSIn       B_ratio
      25    25     1.0329461     0.1334257    -0.4391453
      26    25     1.0329484     0.1536456    -0.4391763
      27    25     1.0329492     0.1714778    -0.4391872
      28    25     1.0329506     0.1861171    -0.4392062
      29    25     1.0329539     0.1960633    -0.4392493
      30    25     1.0329560     0.2037000    -0.4392778
      31    25     1.0329558     0.2047723    -0.4392745
      32    25     1.0329511     0.2032461    -0.4392123
      33    25     1.0329556     0.1969521    -0.4392722
      34    25     1.0329518     0.1865066    -0.4392217
      35    25     1.0329501     0.1724699    -0.4391993
      36    25     1.0329478     0.1544688    -0.4391676
      37    25     1.0329498     0.1366330    -0.4391948
      38    25     1.0329469     0.1168495    -0.4391567
      39    25     1.0329482     0.0968443    -0.4391732
      40    25     1.0329469     0.0772605    -0.4391563
      41    25     1.0329575     0.0616052    -0.4392977
      42    25     1.0329632     0.0638212    -0.4393729
      43    25     1.0329624     0.0867594    -0.4393623
      44    25     1.0329490     0.1160082    -0.4391836
      45    25     1.0329567     0.1450614    -0.4392873
      46    25     1.0329451     0.1712077    -0.4391320
      47    25     1.0329470     0.1951999    -0.4391570
      48    25     1.0329500     0.2173596    -0.4391973
      49    25     1.0329267     0.2420799    -0.4388869
      50    25     1.0329490     0.2624020    -0.4391844
      51    25     1.0329316     0.2822820    -0.4389523
      52    25     1.0329555     0.2991195    -0.4392702
      53    25     1.0329154     0.3077349    -0.4387363
      54    25     1.0329254     0.3132195    -0.4388697
      55    25     1.0329292     0.3184508    -0.4389205
      56    25     1.0329469     0.3168960    -0.4391567
      57    25     1.0329472     0.3135111    -0.4391602
      58    25     1.0329288     0.3033440    -0.4389151
      59    25     1.0329390     0.2962319    -0.4390513
      60    25     1.0329052     0.2876853    -0.4385998
      61    25     1.0329538     0.2732664    -0.4392479
      62    25     1.0329500     0.2565089    -0.4391971
      63    25     1.0329309     0.2384638    -0.4389430
      64    25     1.0329415     0.2185332    -0.4390848
      65    25     1.0329409     0.1910908    -0.4390764
      66    25     1.0329464     0.1671034    -0.4391492
      67    25     1.0329409     0.1381159    -0.4390761
      68    25     1.0329405     0.1088189    -0.4390712
      69    25     1.0329324     0.0811634    -0.4389626
      70    25     1.0329095     0.0653956    -0.4386582
      71    25     1.0329364     0.0606852    -0.4390163
      72    25     1.0329493     0.0582394    -0.4391881
      73    25     1.0329718     0.0567033    -0.4394881
      74    25     1.0329982     0.0560361    -0.4398394
      75    25     1.0330458     0.0564070    -0.4404744
      76    25     1.0330942     0.0579455    -0.4411196
      77    25     1.0331215     0.0605501    -0.4414837
      78    25     1.0331233     0.0638223    -0.4415081
      79    25     1.0331210     0.0672679    -0.4414765
      80    25     1.0331242     0.0705057    -0.4415189
      81    25     1.0331212     0.0733233    -0.4414800
      82    25     1.0331153     0.0756368    -0.4414003
      83    25     1.0331068     0.0774381    -0.4412875
      84    25     1.0330962     0.0787688    -0.4411458
      85    25     1.0331025     0.0796970    -0.4412308
      86    25     1.0330985     0.0803129    -0.4411772
      87    25     1.0330952     0.0807195    -0.4411332
      88    25     1.0331000     0.0810044    -0.4411969
      89    25     1.0331035     0.0812302    -0.4412434
      90    25     1.0331060     0.0814475    -0.4412772
       1    26     1.0370684     0.0687042    -0.4940924
       2    26     1.0370684     0.0685659    -0.4940925
       3    26     1.0370681     0.0684207    -0.4940884
       4    26     1.0370671     0.0682373    -0.4940758
       5    26     1.0370649     0.0679752    -0.4940465
       6    26     1.0370597     0.0675794    -0.4939760
       7    26     1.0370574     0.0669880    -0.4939464
       8    26     1.0370706     0.0661382    -0.4941214
       9    26     1.0370664     0.0649800    -0.4940653
      10    26     1.0370691     0.0634817    -0.4941013
      11    26     1.0370543     0.0616399    -0.4939044
      12    26     1.0370548     0.0595014    -0.4939111
      13    26     1.0370674     0.0571860    -0.4940795
      14    26     1.0370733     0.0549310    -0.4941584
      15    26     1.0370661     0.0531079    -0.4940616
      16    26     1.0370575     0.0521044    -0.4939479
      17    26     1.0370407     0.0520963    -0.4937238
      18    26     1.0370244     0.0529687    -0.4935064
      19    26     1.0370075     0.0545108    -0.4932804
      20    26     1.0369917     0.0566710    -0.4930698
      21    26     1.0369863     0.0598955    -0.4929989
      22    26     1.0369752     0.0700539    -0.4928504
      23    26     1.0369869     0.0895951    -0.4930056
      24    26     1.0369912     0.1116515    -0.4930641
      25    26     1.0369948     0.1333106    -0.4931116
      26    26     1.0369985     0.1533623    -0.4931614
      27    26     1.0369980     0.1710496    -0.4931543
      28    26     1.0369973     0.1856381    -0.4931454
      29    26     1.0370053     0.1956475    -0.4932509
      30    26     1.0370005     0.2030878    -0.4931874
      31    26     1.0370007     0.2042801    -0.4931904
      32    26     1.0369986     0.2027117    -0.4931624
      33    26     1.0370005     0.1963665    -0.4931877
      34    26     1.0370035     0.1859290    -0.4932281
      35    26     1.0369998     0.1719653    -0.4931785
      36    26     1.0369986     0.1540162    -0.4931624
      37    26     1.0369988     0.1360171    -0.4931648
      38    26     1.0369962     0.1161191    -0.4931302
      39    26     1.0369984     0.0959445    -0.4931591
      40    26     1.0369990     0.0759355    -0.4931672
      41    26     1.0370056     0.0595577    -0.4932561
      42    26     1.0370120     0.0617955    -0.4933410
      43    26     1.0370089     0.0857542    -0.4932998
      44    26     1.0369966     0.1154771    -0.4931358
      45    26     1.0369987     0.1445119    -0.4931634
      46    26     1.0369975     0.1707957    -0.4931469
      47    26     1.0370001     0.1948139    -0.4931819
      48    26     1.0369902     0.2170272    -0.4930499
      49    26     1.0369790     0.2415946    -0.4929011
      50    26     1.0369915     0.2620215    -0.4930681
      51    26     1.0369830     0.2819279    -0.4929540
      52    26     1.0370058     0.2988488    -0.4932584
      53    26     1.0369686     0.3073414    -0.4927617
      54    26     1.0369780     0.3126814    -0.4928878
      55    26     1.0369814     0.3185006    -0.4929335
      56    26     1.0369996     0.3164254    -0.4931752
      57    26     1.0369957     0.3134629    -0.4931235
      58    26     1.0369760     0.3027282    -0.4928614
      59    26     1.0369877     0.2958158    -0.4930173
      60    26     1.0369557     0.2874512    -0.4925908
      61    26     1.0370044     0.2729267    -0.4932392
      62    26     1.0369952     0.2560995    -0.4931174
      63    26     1.0369926     0.2383022    -0.4930821
      64    26     1.0369823     0.2182894    -0.4929454
      65    26     1.0369932     0.1911711    -0.4930906
      66    26     1.0369921     0.1670983    -0.4930759
      67    26     1.0369923     0.1386703    -0.4930777
      68    26     1.0369975     0.1100727    -0.4931473
      69    26     1.0369840     0.0839721    -0.4929675
      70    26     1.0369734     0.0702368    -0.4928267
      71    26     1.0370026     0.0665157    -0.4932158
      72    26     1.0370418     0.0641675    -0.4937383
      73    26     1.0371053     0.0623706    -0.4945843
      74    26     1.0371733     0.0609685    -0.4954913
      75    26     1.0372899     0.0600092    -0.4970446
      76    26     1.0374594     0.0596170    -0.4993040
      77    26     1.0376017     0.0599582    -0.5012005
      78    26     1.0377289     0.0610423    -0.5028960
      79    26     1.0378239     0.0626651    -0.5041625
      80    26     1.0378474     0.0645415    -0.5044764
      81    26     1.0378330     0.0663956    -0.5042845
      82    26     1.0378101     0.0680456    -0.5039789
      83    26     1.0377875     0.0693961    -0.5036775
      84    26     1.0377620     0.0704271    -0.5033378
      85    26     1.0377572     0.0711607    -0.5032738
      86    26     1.0377411     0.0716535    -0.5030591
      87    26     1.0377350     0.0719834    -0.5029778
      88    26     1.0377356     0.0722159    -0.5029864
      89    26     1.0377356     0.0724007    -0.5029855
      90    26     1.0377348     0.0725783    -0.5029746
       1    27     1.0411202     0.0667921    -0.5481004
       2    27     1.0411210     0.0666652    -0.5481110
       3    27     1.0411213     0.0665317    -0.5481145
       4    27     1.0411210     0.0663633    -0.5481104
       5    27     1.0411196     0.0661231    -0.5480915
       6    27     1.0411150     0.0657608    -0.5480310
       7    27     1.0411038     0.0652242    -0.5478816
       8    27     1.0411216     0.0644604    -0.5481180
       9    27     1.0411213     0.0634290    -0.5481140
      10    27     1.0411228     0.0621161    -0.5481346
      11    27     1.0411111     0.0605429    -0.5479783
      12    27     1.0411117     0.0587895    -0.5479869
      13    27     1.0411269     0.0570090    -0.5481890
      14    27     1.0411126     0.0554733    -0.5479985
      15    27     1.0411123     0.0545263    -0.5479950
      16    27     1.0410978     0.0544132    -0.5478006
      17    27     1.0410792     0.0551255    -0.5475539
      18    27     1.0410671     0.0564475    -0.5473924
      19    27     1.0410529     0.0581924    -0.5472024
      20    27     1.0410403     0.0603435    -0.5470342
      21    27     1.0410293     0.0631777    -0.5468876
      22    27     1.0410217     0.0720823    -0.5467875
      23    27     1.0410334     0.0902788    -0.5469432
      24    27     1.0410391     0.1118431    -0.5470190
      25    27     1.0410416     0.1332334    -0.5470517
      26    27     1.0410452     0.1531199    -0.5470999
      27    27     1.0410449     0.1706554    -0.5470962
      28    27     1.0410438     0.1851740    -0.5470814
      29    27     1.0410481     0.1952520    -0.5471390
      30    27     1.0410474     0.2025032    -0.5471299
      31    27     1.0410452     0.2038382    -0.5470999
      32    27     1.0410496     0.2021765    -0.5471586
      33    27     1.0410490     0.1957891    -0.5471505
      34    27     1.0410493     0.1853578    -0.5471551
      35    27     1.0410487     0.1714517    -0.5471471
      36    27     1.0410442     0.1535899    -0.5470866
      37    27     1.0410446     0.1353966    -0.5470919
      38    27     1.0410439     0.1153999    -0.5470826
      39    27     1.0410460     0.0950604    -0.5471103
      40    27     1.0410467     0.0746316    -0.5471206
      41    27     1.0410518     0.0575116    -0.5471876
      42    27     1.0410591     0.0597515    -0.5472852
      43    27     1.0410539     0.0847587    -0.5472166
      44    27     1.0410514     0.1150030    -0.5471831
      45    27     1.0410401     0.1440140    -0.5470321
      46    27     1.0410461     0.1704202    -0.5471124
      47    27     1.0410374     0.1944962    -0.5469968
      48    27     1.0410328     0.2167623    -0.5469348
      49    27     1.0410391     0.2411317    -0.5470186
      50    27     1.0410302     0.2616519    -0.5469008
      51    27     1.0410285     0.2815629    -0.5468776
      52    27     1.0410525     0.2984972    -0.5471971
      53    27     1.0410262     0.3069269    -0.5468467
      54    27     1.0410253     0.3121111    -0.5468350
      55    27     1.0410283     0.3184431    -0.5468743
      56    27     1.0410401     0.3159091    -0.5470323
      57    27     1.0410354     0.3132848    -0.5469693
      58    27     1.0410216     0.3021254    -0.5467855
      59    27     1.0410393     0.2954082    -0.5470214
      60    27     1.0410098     0.2871099    -0.5466286
      61    27     1.0410505     0.2725351    -0.5471715
      62    27     1.0410421     0.2556573    -0.5470591
      63    27     1.0410355     0.2380573    -0.5469713
      64    27     1.0410208     0.2180212    -0.5467743
      65    27     1.0410409     0.1913393    -0.5470429
      66    27     1.0410390     0.1672092    -0.5470173
      67    27     1.0410444     0.1393856    -0.5470894
      68    27     1.0410399     0.1114924    -0.5470299
      69    27     1.0410342     0.0877641    -0.5469541
      70    27     1.0410502     0.0767899    -0.5471670
      71    27     1.0410982     0.0742884    -0.5478061
      72    27     1.0411589     0.0724607    -0.5486151
      73    27     1.0412080     0.0708967    -0.5492708
      74    27     1.0412810     0.0694041    -0.5502431
      75    27     1.0413468     0.0679222    -0.5511203
      76    27     1.0414450     0.0664346    -0.5524289
      77    27     1.0415732     0.0650017    -0.5541385
      78    27     1.0416732     0.0638116    -0.5554715
      79    27     1.0417324     0.0630465    -0.5562604
      80    27     1.0417876     0.0627809    -0.5569964
      81    27     1.0418081     0.0629120    -0.5572690
      82    27     1.0418190     0.0632655    -0.5574143
      83    27     1.0418200     0.0636800    -0.5574278
      84    27     1.0418050     0.0640639    -0.5572281
      85    27     1.0418110     0.0643688    -0.5573075
      86    27     1.0417972     0.0645848    -0.5571234
      87    27     1.0417966     0.0647390    -0.5571155
      88    27     1.0418010     0.0648513    -0.5571750
      89    27     1.0418025     0.0649412    -0.5571943
      90    27     1.0418026     0.0650282    -0.5571962
       1    28     1.0451649     0.0647647    -0.6020119
       2    28     1.0451651     0.0646548    -0.6020146
       3    28     1.0451680     0.0645398    -0.6020532
       4    28     1.0451705     0.0643949    -0.6020871
       5    28     1.0451726     0.0641890    -0.6021156
       6    28     1.0451732     0.0638798    -0.6021227
       7    28     1.0451681     0.0634232    -0.6020548
       8    28     1.0451698     0.0627833    -0.6020777
       9    28     1.0451778     0.0619362    -0.6021845
      10    28     1.0451700     0.0608895    -0.6020802
      11    28     1.0451680     0.0596944    -0.6020543
      12    28     1.0451652     0.0584627    -0.6020167
      13    28     1.0451784     0.0573734    -0.6021921
      14    28     1.0451513     0.0566836    -0.6018311
      15    28     1.0451451     0.0566414    -0.6017489
      16    28     1.0451203     0.0573161    -0.6014176
      17    28     1.0450947     0.0585593    -0.6010763
      18    28     1.0450734     0.0601495    -0.6007934
      19    28     1.0450599     0.0619654    -0.6006131
      20    28     1.0450483     0.0640255    -0.6004582
      21    28     1.0450313     0.0665274    -0.6002321
      22    28     1.0450278     0.0742337    -0.6001850
      23    28     1.0450335     0.0910019    -0.6002610
      24    28     1.0450420     0.1120583    -0.6003746
      25    28     1.0450431     0.1331748    -0.6003891
      26    28     1.0450464     0.1529010    -0.6004335
      27    28     1.0450462     0.1702935    -0.6004297
      28    28     1.0450464     0.1847281    -0.6004330
      29    28     1.0450502     0.1948879    -0.6004833
      30    28     1.0450523     0.2019504    -0.6005118
      31    28     1.0450504     0.2034208    -0.6004869
      32    28     1.0450487     0.2016530    -0.6004639
      33    28     1.0450523     0.1952276    -0.6005119
      34    28     1.0450484     0.1848033    -0.6004603
      35    28     1.0450478     0.1709415    -0.6004511
      36    28     1.0450476     0.1531880    -0.6004489
      37    28     1.0450466     0.1347777    -0.6004358
      38    28     1.0450465     0.1146995    -0.6004350
      39    28     1.0450482     0.0942056    -0.6004576
      40    28     1.0450456     0.0733728    -0.6004227
      41    28     1.0450493     0.0554709    -0.6004714
      42    28     1.0450644     0.0577069    -0.6006736
      43    28     1.0450542     0.0837796    -0.6005368
      44    28     1.0450481     0.1145545    -0.6004561
      45    28     1.0450455     0.1435888    -0.6004213
      46    28     1.0450487     0.1700844    -0.6004633
      47    28     1.0450337     0.1942439    -0.6002632
      48    28     1.0450373     0.2165613    -0.6003119
      49    28     1.0450373     0.2407167    -0.6003123
      50    28     1.0450357     0.2613085    -0.6002908
      51    28     1.0450361     0.2811744    -0.6002962
      52    28     1.0450510     0.2981040    -0.6004944
      53    28     1.0450397     0.3065306    -0.6003441
      54    28     1.0450323     0.3115540    -0.6002448
      55    28     1.0450314     0.3182548    -0.6002325
      56    28     1.0450406     0.3153798    -0.6003562
      57    28     1.0450401     0.3129552    -0.6003490
      58    28     1.0450255     0.3015849    -0.6001538
      59    28     1.0450457     0.2950132    -0.6004234
      60    28     1.0450230     0.2867063    -0.6001218
      61    28     1.0450510     0.2721302    -0.6004944
      62    28     1.0450438     0.2552187    -0.6003984
      63    28     1.0450300     0.2377613    -0.6002146
      64    28     1.0450326     0.2177496    -0.6002490
      65    28     1.0450412     0.1915730    -0.6003642
      66    28     1.0450407     0.1674384    -0.6003569
      67    28     1.0450404     0.1402172    -0.6003524
      68    28     1.0450355     0.1130877    -0.6002878
      69    28     1.0450338     0.0937063    -0.6002649
      70    28     1.0451620     0.0871037    -0.6019733
      71    28     1.0451985     0.0855523    -0.6024606
      72    28     1.0452498     0.0842750    -0.6031448
      73    28     1.0452744     0.0830835    -0.6034714
      74    28     1.0453214     0.0818045    -0.6040988
      75    28     1.0453631     0.0803260    -0.6046543
      76    28     1.0454048     0.0786463    -0.6052103
      77    28     1.0454691     0.0766843    -0.6060672
      78    28     1.0455309     0.0744337    -0.6068910
      79    28     1.0456055     0.0721978    -0.6078847
      80    28     1.0456892     0.0703002    -0.6090011
      81    28     1.0457558     0.0688639    -0.6098884
      82    28     1.0458111     0.0678717    -0.6106259
      83    28     1.0458514     0.0672170    -0.6111629
      84    28     1.0458549     0.0668097    -0.6112103
      85    28     1.0458885     0.0665677    -0.6116570
      86    28     1.0458932     0.0664179    -0.6117208
      87    28     1.0458956     0.0663272    -0.6117516
      88    28     1.0458995     0.0662693    -0.6118040
      89    28     1.0459055     0.0662262    -0.6118836
      90    28     1.0459095     0.0661860    -0.6119373
       1    29     1.0492287     0.0623702    -0.6561798
       2    29     1.0492272     0.0622898    -0.6561604
       3    29     1.0492283     0.0622059    -0.6561742
       4    29     1.0492287     0.0621020    -0.6561801
       5    29     1.0492334     0.0619572    -0.6562430
       6    29     1.0492409     0.0617426    -0.6563423
       7    29     1.0492447     0.0614274    -0.6563935
       8    29     1.0492335     0.0610004    -0.6562437
       9    29     1.0492440     0.0604652    -0.6563837
      10    29     1.0492280     0.0598586    -0.6561702
      11    29     1.0492313     0.0592643    -0.6562139
      12    29     1.0492213     0.0588127    -0.6560806
      13    29     1.0492230     0.0586705    -0.6561033
      14    29     1.0491834     0.0590020    -0.6555759
      15    29     1.0491507     0.0598730    -0.6551401
      16    29     1.0490999     0.0611827    -0.6544630
      17    29     1.0490516     0.0627327    -0.6538191
      18    29     1.0490164     0.0643748    -0.6533502
      19    29     1.0489920     0.0660903    -0.6530243
      20    29     1.0489726     0.0679429    -0.6527660
      21    29     1.0489547     0.0701013    -0.6525277
      22    29     1.0489513     0.0765413    -0.6524825
      23    29     1.0489482     0.0917826    -0.6524403
      24    29     1.0489556     0.1122922    -0.6525398
      25    29     1.0489577     0.1331317    -0.6525671
      26    29     1.0489607     0.1527070    -0.6526072
      27    29     1.0489602     0.1699674    -0.6526005
      28    29     1.0489599     0.1843044    -0.6525963
      29    29     1.0489649     0.1945479    -0.6526632
      30    29     1.0489618     0.2014321    -0.6526226
      31    29     1.0489628     0.2030432    -0.6526359
      32    29     1.0489609     0.2011446    -0.6526100
      33    29     1.0489621     0.1946915    -0.6526259
      34    29     1.0489655     0.1842718    -0.6526711
      35    29     1.0489639     0.1704361    -0.6526502
      36    29     1.0489600     0.1527694    -0.6525980
      37    29     1.0489615     0.1341676    -0.6526178
      38    29     1.0489621     0.1140249    -0.6526266
      39    29     1.0489625     0.0933886    -0.6526310
      40    29     1.0489593     0.0721709    -0.6525889
      41    29     1.0489625     0.0534465    -0.6526318
      42    29     1.0489750     0.0556900    -0.6527984
      43    29     1.0489675     0.0828289    -0.6526984
      44    29     1.0489586     0.1141300    -0.6525794
      45    29     1.0489643     0.1432328    -0.6526549
      46    29     1.0489568     0.1697947    -0.6525561
      47    29     1.0489529     0.1940541    -0.6525041
      48    29     1.0489561     0.2164160    -0.6525468
      49    29     1.0489429     0.2403631    -0.6523705
      50    29     1.0489504     0.2610046    -0.6524706
      51    29     1.0489573     0.2807830    -0.6525624
      52    29     1.0489642     0.2977075    -0.6526543
      53    29     1.0489579     0.3061507    -0.6525702
      54    29     1.0489530     0.3110524    -0.6525046
      55    29     1.0489480     0.3179365    -0.6524389
      56    29     1.0489651     0.3147788    -0.6526663
      57    29     1.0489662     0.3125232    -0.6526815
      58    29     1.0489408     0.3010834    -0.6523417
      59    29     1.0489591     0.2946138    -0.6525862
      60    29     1.0489408     0.2862875    -0.6523425
      61    29     1.0489642     0.2717354    -0.6526537
      62    29     1.0489563     0.2548109    -0.6525493
      63    29     1.0489467     0.2374564    -0.6524208
      64    29     1.0489533     0.2174998    -0.6525087
      65    29     1.0489557     0.1918378    -0.6525409
      66    29     1.0489589     0.1677599    -0.6525838
      67    29     1.0489484     0.1410852    -0.6524440
      68    29     1.0489414     0.1157524    -0.6523508
      69    29     1.0489434     0.1017654    -0.6523773
      70    29     1.0490142     0.0991425    -0.6533206
      71    29     1.0490109     0.0980162    -0.6532768
      72    29     1.0490282     0.0970130    -0.6535071
      73    29     1.0490424     0.0959707    -0.6536972
      74    29     1.0490324     0.0947580    -0.6535630
      75    29     1.0490488     0.0933579    -0.6537823
      76    29     1.0490545     0.0916467    -0.6538585
      77    29     1.0490654     0.0894258    -0.6540030
      78    29     1.0490680     0.0867479    -0.6540379
      79    29     1.0490786     0.0839024    -0.6541797
      80    29     1.0490887     0.0812656    -0.6543139
      81    29     1.0491041     0.0790815    -0.6545190
      82    29     1.0491189     0.0774025    -0.6547161
      83    29     1.0491367     0.0761696    -0.6549535
      84    29     1.0491253     0.0753086    -0.6548015
      85    29     1.0491493     0.0747376    -0.6551210
      86    29     1.0491591     0.0743645    -0.6552517
      87    29     1.0491592     0.0741201    -0.6552534
      88    29     1.0491559     0.0739514    -0.6552098
      89    29     1.0491573     0.0738195    -0.6552276
      90    29     1.0491563     0.0736940    -0.6552142
       1    30     1.0530553     0.0610931    -0.7071855
       2    30     1.0530561     0.0610606    -0.7071956
       3    30     1.0530559     0.0610268    -0.7071936
       4    30     1.0530550     0.0609865    -0.7071812
       5    30     1.0530577     0.0609330    -0.7072172
       6    30     1.0530616     0.0608573    -0.7072696
       7    30     1.0530592     0.0607567    -0.7072380
       8    30     1.0530537     0.0606450    -0.7071641
       9    30     1.0530532     0.0605542    -0.7071570
      10    30     1.0530445     0.0605454    -0.7070415
      11    30     1.0530401     0.0607103    -0.7069827
      12    30     1.0530248     0.0611610    -0.7067791
      13    30     1.0530060     0.0619956    -0.7065279
      14    30     1.0529745     0.0632352    -0.7061083
      15    30     1.0529412     0.0647644    -0.7056650
      16    30     1.0528983     0.0663739    -0.7050932
      17    30     1.0528461     0.0679719    -0.7043974
      18    30     1.0528275     0.0694885    -0.7041485
      19    30     1.0527975     0.0709368    -0.7037485
      20    30     1.0527761     0.0724642    -0.7034641
      21    30     1.0527587     0.0742135    -0.7032324
      22    30     1.0527475     0.0791385    -0.7030825
      23    30     1.0527348     0.0926179    -0.7029130
      24    30     1.0527385     0.1125349    -0.7029630
      25    30     1.0527420     0.1330966    -0.7030096
      26    30     1.0527440     0.1525221    -0.7030363
      27    30     1.0527452     0.1696653    -0.7030525
      28    30     1.0527450     0.1839040    -0.7030491
      29    30     1.0527459     0.1942089    -0.7030611
      30    30     1.0527458     0.2009489    -0.7030602
      31    30     1.0527437     0.2026978    -0.7030323
      32    30     1.0527486     0.2006561    -0.7030975
      33    30     1.0527475     0.1941857    -0.7030829
      34    30     1.0527485     0.1837687    -0.7030954
      35    30     1.0527476     0.1699406    -0.7030836
      36    30     1.0527443     0.1523494    -0.7030393
      37    30     1.0527454     0.1335801    -0.7030551
      38    30     1.0527470     0.1133834    -0.7030766
      39    30     1.0527458     0.0926172    -0.7030605
      40    30     1.0527456     0.0710349    -0.7030578
      41    30     1.0527468     0.0514549    -0.7030727
      42    30     1.0527641     0.0537221    -0.7033035
      43    30     1.0527514     0.0819271    -0.7031350
      44    30     1.0527453     0.1137241    -0.7030534
      45    30     1.0527436     0.1429342    -0.7030311
      46    30     1.0527363     0.1695520    -0.7029339
      47    30     1.0527451     0.1939136    -0.7030505
      48    30     1.0527391     0.2163181    -0.7029707
      49    30     1.0527225     0.2400690    -0.7027494
      50    30     1.0527415     0.2607478    -0.7030025
      51    30     1.0527319     0.2804100    -0.7028741
      52    30     1.0527499     0.2972963    -0.7031144
      53    30     1.0527364     0.3057787    -0.7029344
      54    30     1.0527413     0.3106031    -0.7030006
      55    30     1.0527340     0.3175369    -0.7029028
      56    30     1.0527571     0.3141406    -0.7032103
      57    30     1.0527532     0.3120411    -0.7031588
      58    30     1.0527244     0.3006139    -0.7027748
      59    30     1.0527359     0.2942233    -0.7029284
      60    30     1.0527294     0.2858477    -0.7028410
      61    30     1.0527458     0.2713332    -0.7030597
      62    30     1.0527419     0.2544373    -0.7030086
      63    30     1.0527365     0.2371742    -0.7029363
      64    30     1.0527268     0.2172790    -0.7028070
      65    30     1.0527474     0.1921083    -0.7030810
      66    30     1.0527462     0.1681279    -0.7030658
      67    30     1.0527333     0.1419297    -0.7028930
      68    30     1.0527325     0.1198792    -0.7028828
      69    30     1.0527458     0.1104523    -0.7030596
      70    30     1.0527535     0.1091870    -0.7031625
      71    30     1.0527602     0.1081870    -0.7032514
      72    30     1.0527580     0.1071996    -0.7032229
      73    30     1.0527597     0.1060909    -0.7032446
      74    30     1.0527627     0.1047711    -0.7032846
      75    30     1.0527546     0.1032457    -0.7031775
      76    30     1.0527567     0.1012789    -0.7032050
      77    30     1.0527616     0.0986492    -0.7032708
      78    30     1.0527608     0.0955750    -0.7032598
      79    30     1.0527555     0.0923957    -0.7031894
      80    30     1.0527543     0.0894816    -0.7031738
      81    30     1.0527582     0.0870646    -0.7032252
      82    30     1.0527665     0.0851782    -0.7033364
      83    30     1.0527784     0.0837735    -0.7034939
      84    30     1.0527722     0.0827748    -0.7034125
      85    30     1.0527807     0.0820990    -0.7035255
      86    30     1.0527830     0.0816552    -0.7035562
      87    30     1.0527794     0.0813637    -0.7035076
      88    30     1.0527762     0.0811618    -0.7034654
      89    30     1.0527782     0.0810031    -0.7034924
      90    30     1.0527778     0.0808523    -0.7034861
       1    31     1.0564986     0.0622298    -0.7530822
       2    31     1.0565012     0.0622437    -0.7531163
       3    31     1.0565028     0.0622592    -0.7531378
       4    31     1.0565037     0.0622796    -0.7531495
       5    31     1.0565032     0.0623104    -0.7531431
       6    31     1.0564988     0.0623634    -0.7530846
       7    31     1.0564950     0.0624597    -0.7530337
       8    31     1.0564961     0.0626287    -0.7530483
       9    31     1.0564893     0.0629178    -0.7529581
      10    31     1.0564850     0.0633958    -0.7529002
      11    31     1.0564807     0.0641451    -0.7528428
      12    31     1.0564746     0.0652444    -0.7527623
      13    31     1.0564617     0.0667281    -0.7525906
      14    31     1.0564601     0.0685123    -0.7525692
      15    31     1.0564436     0.0703853    -0.7523493
      16    31     1.0564347     0.0721136    -0.7522301
      17    31     1.0564234     0.0736649    -0.7520788
      18    31     1.0564078     0.0750565    -0.7518712
      19    31     1.0564012     0.0763119    -0.7517841
      20    31     1.0563924     0.0775644    -0.7516659
      21    31     1.0563810     0.0789650    -0.7515149
      22    31     1.0563703     0.0821729    -0.7513720
      23    31     1.0563452     0.0935867    -0.7510365
      24    31     1.0563503     0.1128009    -0.7511047
      25    31     1.0563538     0.1330782    -0.7511518
      26    31     1.0563555     0.1523507    -0.7511743
      27    31     1.0563567     0.1693875    -0.7511898
      28    31     1.0563566     0.1835307    -0.7511890
      29    31     1.0563578     0.1938766    -0.7512048
      30    31     1.0563612     0.2005082    -0.7512504
      31    31     1.0563577     0.2023607    -0.7512043
      32    31     1.0563601     0.2001939    -0.7512355
      33    31     1.0563619     0.1937128    -0.7512598
      34    31     1.0563570     0.1832968    -0.7511942
      35    31     1.0563568     0.1694621    -0.7511914
      36    31     1.0563589     0.1519290    -0.7512198
      37    31     1.0563587     0.1330201    -0.7512174
      38    31     1.0563580     0.1127809    -0.7512081
      39    31     1.0563561     0.0918983    -0.7511824
      40    31     1.0563565     0.0699722    -0.7511879
      41    31     1.0563579     0.0495295    -0.7512064
      42    31     1.0563739     0.0518300    -0.7514201
      43    31     1.0563629     0.0810985    -0.7512732
      44    31     1.0563561     0.1133415    -0.7511826
      45    31     1.0563542     0.1426906    -0.7511567
      46    31     1.0563544     0.1693475    -0.7511601
      47    31     1.0563531     0.1938009    -0.7511425
      48    31     1.0563440     0.2162481    -0.7510210
      49    31     1.0563385     0.2398309    -0.7509472
      50    31     1.0563540     0.2605339    -0.7511538
      51    31     1.0563344     0.2800691    -0.7508936
      52    31     1.0563598     0.2968633    -0.7512323
      53    31     1.0563447     0.3054273    -0.7510304
      54    31     1.0563519     0.3101837    -0.7511258
      55    31     1.0563487     0.3171024    -0.7510840
      56    31     1.0563687     0.3135151    -0.7513497
      57    31     1.0563595     0.3115566    -0.7512280
      58    31     1.0563373     0.3001862    -0.7509320
      59    31     1.0563479     0.2938574    -0.7510734
      60    31     1.0563496     0.2853723    -0.7510956
      61    31     1.0563550     0.2709429    -0.7511681
      62    31     1.0563555     0.2541002    -0.7511745
      63    31     1.0563496     0.2368999    -0.7510961
      64    31     1.0563380     0.2170924    -0.7509414
      65    31     1.0563555     0.1923788    -0.7511744
      66    31     1.0563527     0.1685197    -0.7511365
