%    m	   m	 n/a	 n/a	  eV	  eV
%  XTIC	 RMDE	 RHOE	 PSIE	  TIC	 DTIC
  3.489E+00	 3.489E+00	 5.634E-01	 3.493E-01	 2.556E+00	 2.321E-02
  3.489E+00	 3.489E+00	 5.636E-01	 3.496E-01	 2.554E+00	 1.804E-02
  3.489E+00	 3.489E+00	 5.641E-01	 3.502E-01	 2.427E+00	 1.857E-02
  3.489E+00	 3.489E+00	 5.643E-01	 3.504E-01	 2.600E+00	 2.355E-02
  3.490E+00	 3.490E+00	 5.644E-01	 3.505E-01	 2.495E+00	 1.897E-02
  3.490E+00	 3.490E+00	 5.645E-01	 3.506E-01	 2.435E+00	 1.738E-02
  3.490E+00	 3.491E+00	 5.656E-01	 3.520E-01	 2.514E+00	 1.804E-02
  3.491E+00	 3.491E+00	 5.658E-01	 3.522E-01	 2.496E+00	 1.808E-02
  3.491E+00	 3.491E+00	 5.658E-01	 3.522E-01	 2.534E+00	 1.919E-02
  3.491E+00	 3.491E+00	 5.659E-01	 3.523E-01	 2.408E+00	 1.869E-02
  3.491E+00	 3.491E+00	 5.660E-01	 3.525E-01	 2.524E+00	 1.774E-02
  3.491E+00	 3.491E+00	 5.662E-01	 3.527E-01	 2.416E+00	 1.817E-02
  3.491E+00	 3.491E+00	 5.664E-01	 3.530E-01	 2.373E+00	 1.796E-02
  3.491E+00	 3.491E+00	 5.665E-01	 3.531E-01	 2.568E+00	 1.704E-02
  3.491E+00	 3.491E+00	 5.665E-01	 3.531E-01	 2.526E+00	 2.007E-02
  3.491E+00	 3.491E+00	 5.666E-01	 3.532E-01	 2.480E+00	 1.841E-02
  3.491E+00	 3.491E+00	 5.667E-01	 3.533E-01	 2.536E+00	 1.950E-02
  3.491E+00	 3.491E+00	 5.668E-01	 3.534E-01	 2.525E+00	 1.703E-02
  3.492E+00	 3.492E+00	 5.671E-01	 3.538E-01	 2.523E+00	 1.790E-02
  3.492E+00	 3.492E+00	 5.672E-01	 3.540E-01	 2.484E+00	 2.068E-02
  3.492E+00	 3.492E+00	 5.672E-01	 3.540E-01	 2.479E+00	 1.774E-02
  3.492E+00	 3.492E+00	 5.673E-01	 3.541E-01	 2.486E+00	 2.058E-02
  3.492E+00	 3.492E+00	 5.673E-01	 3.541E-01	 2.545E+00	 1.849E-02
  3.492E+00	 3.492E+00	 5.676E-01	 3.544E-01	 2.631E+00	 2.167E-02
  3.492E+00	 3.492E+00	 5.676E-01	 3.545E-01	 2.484E+00	 1.648E-02
  3.492E+00	 3.492E+00	 5.677E-01	 3.546E-01	 2.505E+00	 1.779E-02
  3.492E+00	 3.492E+00	 5.677E-01	 3.546E-01	 2.484E+00	 1.944E-02
  3.492E+00	 3.492E+00	 5.678E-01	 3.547E-01	 2.487E+00	 1.690E-02
  3.492E+00	 3.492E+00	 5.678E-01	 3.547E-01	 2.421E+00	 1.533E-02
  3.492E+00	 3.492E+00	 5.679E-01	 3.547E-01	 2.542E+00	 1.808E-02
  3.492E+00	 3.492E+00	 5.679E-01	 3.548E-01	 2.554E+00	 1.820E-02
  3.492E+00	 3.492E+00	 5.680E-01	 3.549E-01	 2.481E+00	 1.787E-02
  3.493E+00	 3.493E+00	 5.683E-01	 3.553E-01	 2.596E+00	 1.849E-02
  3.493E+00	 3.493E+00	 5.684E-01	 3.554E-01	 2.448E+00	 2.046E-02
  3.493E+00	 3.493E+00	 5.686E-01	 3.557E-01	 2.509E+00	 2.078E-02
  3.493E+00	 3.493E+00	 5.688E-01	 3.559E-01	 2.446E+00	 1.678E-02
  3.493E+00	 3.493E+00	 5.689E-01	 3.561E-01	 2.562E+00	 1.860E-02
  3.493E+00	 3.493E+00	 5.690E-01	 3.561E-01	 2.488E+00	 1.752E-02
  3.493E+00	 3.494E+00	 5.694E-01	 3.567E-01	 2.446E+00	 1.605E-02
  3.494E+00	 3.494E+00	 5.695E-01	 3.568E-01	 2.460E+00	 2.050E-02
  3.494E+00	 3.494E+00	 5.698E-01	 3.571E-01	 2.470E+00	 1.625E-02
  3.494E+00	 3.494E+00	 5.700E-01	 3.573E-01	 2.435E+00	 2.096E-02
  3.494E+00	 3.494E+00	 5.700E-01	 3.574E-01	 2.596E+00	 1.807E-02
  3.494E+00	 3.494E+00	 5.705E-01	 3.580E-01	 2.610E+00	 1.802E-02
  3.495E+00	 3.495E+00	 5.708E-01	 3.584E-01	 2.500E+00	 1.647E-02
  3.495E+00	 3.495E+00	 5.712E-01	 3.589E-01	 2.482E+00	 2.190E-02
  3.495E+00	 3.495E+00	 5.712E-01	 3.589E-01	 2.496E+00	 1.626E-02
  3.495E+00	 3.495E+00	 5.713E-01	 3.590E-01	 2.456E+00	 1.560E-02
  3.495E+00	 3.495E+00	 5.713E-01	 3.590E-01	 2.463E+00	 1.518E-02
  3.495E+00	 3.495E+00	 5.715E-01	 3.593E-01	 2.539E+00	 1.646E-02
  3.495E+00	 3.495E+00	 5.718E-01	 3.596E-01	 2.468E+00	 1.702E-02
  3.495E+00	 3.496E+00	 5.720E-01	 3.599E-01	 2.510E+00	 1.674E-02
  3.496E+00	 3.496E+00	 5.720E-01	 3.599E-01	 2.491E+00	 1.612E-02
  3.496E+00	 3.496E+00	 5.726E-01	 3.606E-01	 2.560E+00	 1.710E-02
  3.496E+00	 3.496E+00	 5.727E-01	 3.607E-01	 2.442E+00	 1.671E-02
  3.496E+00	 3.496E+00	 5.727E-01	 3.608E-01	 2.471E+00	 1.701E-02
  3.496E+00	 3.496E+00	 5.728E-01	 3.608E-01	 2.495E+00	 2.149E-02
  3.496E+00	 3.496E+00	 5.729E-01	 3.610E-01	 2.504E+00	 1.580E-02
  3.496E+00	 3.496E+00	 5.730E-01	 3.611E-01	 2.487E+00	 1.554E-02
  3.496E+00	 3.496E+00	 5.731E-01	 3.613E-01	 2.478E+00	 1.643E-02
  3.497E+00	 3.497E+00	 5.735E-01	 3.618E-01	 2.485E+00	 1.823E-02
  3.497E+00	 3.497E+00	 5.737E-01	 3.620E-01	 2.516E+00	 1.675E-02
  3.497E+00	 3.497E+00	 5.738E-01	 3.621E-01	 2.418E+00	 1.630E-02
  3.497E+00	 3.497E+00	 5.739E-01	 3.622E-01	 2.453E+00	 1.611E-02
  3.497E+00	 3.497E+00	 5.740E-01	 3.624E-01	 2.448E+00	 1.528E-02
  3.497E+00	 3.497E+00	 5.740E-01	 3.624E-01	 2.445E+00	 1.549E-02
  3.497E+00	 3.497E+00	 5.741E-01	 3.625E-01	 2.469E+00	 1.612E-02
  3.497E+00	 3.498E+00	 5.745E-01	 3.630E-01	 2.488E+00	 1.559E-02
  3.498E+00	 3.498E+00	 5.748E-01	 3.634E-01	 2.408E+00	 1.584E-02
  3.498E+00	 3.498E+00	 5.749E-01	 3.634E-01	 2.442E+00	 1.496E-02
  3.498E+00	 3.498E+00	 5.749E-01	 3.635E-01	 2.496E+00	 2.058E-02
  3.498E+00	 3.498E+00	 5.751E-01	 3.637E-01	 2.454E+00	 1.530E-02
  3.498E+00	 3.498E+00	 5.752E-01	 3.638E-01	 2.438E+00	 1.633E-02
  3.498E+00	 3.498E+00	 5.755E-01	 3.643E-01	 2.439E+00	 1.565E-02
  3.498E+00	 3.498E+00	 5.757E-01	 3.644E-01	 2.417E+00	 1.959E-02
  3.499E+00	 3.499E+00	 5.760E-01	 3.648E-01	 2.509E+00	 1.953E-02
  3.499E+00	 3.499E+00	 5.760E-01	 3.649E-01	 2.491E+00	 1.532E-02
  3.499E+00	 3.499E+00	 5.761E-01	 3.650E-01	 2.452E+00	 1.493E-02
  3.499E+00	 3.499E+00	 5.764E-01	 3.654E-01	 2.449E+00	 1.555E-02
  3.499E+00	 3.499E+00	 5.765E-01	 3.655E-01	 2.485E+00	 1.506E-02
  3.499E+00	 3.499E+00	 5.766E-01	 3.656E-01	 2.450E+00	 1.528E-02
  3.499E+00	 3.499E+00	 5.767E-01	 3.657E-01	 2.514E+00	 1.699E-02
  3.499E+00	 3.499E+00	 5.768E-01	 3.658E-01	 2.439E+00	 1.670E-02
  3.499E+00	 3.499E+00	 5.768E-01	 3.658E-01	 2.432E+00	 1.592E-02
  3.499E+00	 3.500E+00	 5.770E-01	 3.661E-01	 2.530E+00	 1.714E-02
  3.500E+00	 3.500E+00	 5.771E-01	 3.662E-01	 2.443E+00	 1.601E-02
  3.500E+00	 3.500E+00	 5.772E-01	 3.664E-01	 2.466E+00	 1.683E-02
  3.500E+00	 3.500E+00	 5.773E-01	 3.664E-01	 2.464E+00	 1.960E-02
  3.500E+00	 3.500E+00	 5.773E-01	 3.665E-01	 2.476E+00	 1.928E-02
  3.500E+00	 3.500E+00	 5.773E-01	 3.665E-01	 2.479E+00	 1.615E-02
  3.500E+00	 3.500E+00	 5.775E-01	 3.668E-01	 2.469E+00	 2.038E-02
  3.500E+00	 3.500E+00	 5.779E-01	 3.672E-01	 2.426E+00	 1.986E-02
  3.500E+00	 3.500E+00	 5.781E-01	 3.674E-01	 2.438E+00	 1.640E-02
  3.500E+00	 3.500E+00	 5.781E-01	 3.675E-01	 2.457E+00	 1.941E-02
  3.501E+00	 3.501E+00	 5.784E-01	 3.678E-01	 2.468E+00	 1.659E-02
  3.501E+00	 3.501E+00	 5.785E-01	 3.679E-01	 2.455E+00	 1.558E-02
  3.501E+00	 3.501E+00	 5.786E-01	 3.681E-01	 2.436E+00	 1.513E-02
  3.501E+00	 3.501E+00	 5.788E-01	 3.683E-01	 2.452E+00	 1.580E-02
  3.501E+00	 3.501E+00	 5.790E-01	 3.686E-01	 2.502E+00	 1.683E-02
  3.501E+00	 3.501E+00	 5.792E-01	 3.688E-01	 2.462E+00	 1.609E-02
  3.502E+00	 3.502E+00	 5.796E-01	 3.694E-01	 2.449E+00	 1.833E-02
  3.502E+00	 3.502E+00	 5.798E-01	 3.696E-01	 2.469E+00	 1.901E-02
  3.502E+00	 3.502E+00	 5.800E-01	 3.698E-01	 2.375E+00	 1.651E-02
  3.502E+00	 3.502E+00	 5.802E-01	 3.701E-01	 2.473E+00	 1.602E-02
  3.502E+00	 3.502E+00	 5.803E-01	 3.702E-01	 2.413E+00	 1.572E-02
  3.502E+00	 3.502E+00	 5.806E-01	 3.706E-01	 2.400E+00	 1.710E-02
  3.502E+00	 3.502E+00	 5.806E-01	 3.706E-01	 2.473E+00	 1.643E-02
  3.502E+00	 3.502E+00	 5.807E-01	 3.708E-01	 2.368E+00	 1.542E-02
  3.503E+00	 3.503E+00	 5.809E-01	 3.709E-01	 2.422E+00	 1.434E-02
  3.503E+00	 3.503E+00	 5.809E-01	 3.710E-01	 2.530E+00	 1.839E-02
  3.503E+00	 3.503E+00	 5.817E-01	 3.719E-01	 2.439E+00	 1.456E-02
  3.503E+00	 3.503E+00	 5.820E-01	 3.724E-01	 2.420E+00	 1.815E-02
  3.503E+00	 3.503E+00	 5.820E-01	 3.724E-01	 2.488E+00	 1.605E-02
  3.504E+00	 3.504E+00	 5.824E-01	 3.728E-01	 2.371E+00	 1.538E-02
  3.504E+00	 3.504E+00	 5.826E-01	 3.732E-01	 2.546E+00	 1.544E-02
  3.504E+00	 3.504E+00	 5.826E-01	 3.732E-01	 2.498E+00	 2.870E-02
  3.504E+00	 3.504E+00	 5.828E-01	 3.734E-01	 2.415E+00	 2.129E-02
  3.504E+00	 3.504E+00	 5.831E-01	 3.738E-01	 2.434E+00	 1.772E-02
  3.504E+00	 3.504E+00	 5.833E-01	 3.740E-01	 2.565E+00	 1.649E-02
  3.504E+00	 3.504E+00	 5.833E-01	 3.740E-01	 2.453E+00	 1.557E-02
  3.505E+00	 3.505E+00	 5.841E-01	 3.750E-01	 2.501E+00	 2.834E-02
  3.505E+00	 3.506E+00	 5.846E-01	 3.756E-01	 2.479E+00	 2.355E-02
  3.506E+00	 3.506E+00	 5.849E-01	 3.760E-01	 2.474E+00	 1.654E-02
  3.506E+00	 3.506E+00	 5.850E-01	 3.762E-01	 2.437E+00	 1.581E-02
  3.506E+00	 3.507E+00	 5.859E-01	 3.772E-01	 2.441E+00	 1.658E-02
  3.507E+00	 3.507E+00	 5.866E-01	 3.781E-01	 2.456E+00	 1.534E-02
  3.508E+00	 3.508E+00	 5.881E-01	 3.800E-01	 2.466E+00	 1.562E-02
  3.558E+00	 3.558E+00	 6.513E-01	 4.638E-01	 2.088E+00	 1.546E-02
  3.559E+00	 3.559E+00	 6.521E-01	 4.649E-01	 2.052E+00	 1.396E-02
  3.559E+00	 3.559E+00	 6.526E-01	 4.656E-01	 2.077E+00	 1.412E-02
  3.559E+00	 3.559E+00	 6.528E-01	 4.658E-01	 2.126E+00	 1.518E-02
  3.559E+00	 3.559E+00	 6.528E-01	 4.658E-01	 2.089E+00	 1.529E-02
  3.559E+00	 3.559E+00	 6.529E-01	 4.659E-01	 2.155E+00	 1.572E-02
  3.560E+00	 3.560E+00	 6.531E-01	 4.661E-01	 2.085E+00	 1.429E-02
  3.560E+00	 3.560E+00	 6.532E-01	 4.664E-01	 2.045E+00	 1.468E-02
  3.560E+00	 3.560E+00	 6.534E-01	 4.666E-01	 2.112E+00	 1.523E-02
  3.560E+00	 3.560E+00	 6.535E-01	 4.668E-01	 2.068E+00	 1.504E-02
  3.560E+00	 3.560E+00	 6.536E-01	 4.668E-01	 2.075E+00	 1.449E-02
  3.560E+00	 3.560E+00	 6.536E-01	 4.669E-01	 2.039E+00	 1.345E-02
  3.560E+00	 3.560E+00	 6.536E-01	 4.670E-01	 2.144E+00	 1.444E-02
  3.560E+00	 3.560E+00	 6.539E-01	 4.673E-01	 2.113E+00	 1.429E-02
  3.560E+00	 3.560E+00	 6.541E-01	 4.676E-01	 2.142E+00	 1.828E-02
  3.561E+00	 3.561E+00	 6.544E-01	 4.679E-01	 2.128E+00	 1.438E-02
  3.561E+00	 3.561E+00	 6.548E-01	 4.686E-01	 2.020E+00	 1.531E-02
  3.561E+00	 3.561E+00	 6.550E-01	 4.688E-01	 2.129E+00	 1.844E-02
  3.561E+00	 3.561E+00	 6.551E-01	 4.690E-01	 2.103E+00	 1.505E-02
  3.561E+00	 3.561E+00	 6.551E-01	 4.690E-01	 2.053E+00	 1.453E-02
  3.562E+00	 3.562E+00	 6.563E-01	 4.706E-01	 2.085E+00	 1.430E-02
  3.562E+00	 3.562E+00	 6.565E-01	 4.708E-01	 2.087E+00	 1.414E-02
  3.562E+00	 3.562E+00	 6.565E-01	 4.709E-01	 2.097E+00	 1.477E-02
  3.562E+00	 3.562E+00	 6.566E-01	 4.710E-01	 2.011E+00	 1.518E-02
  3.562E+00	 3.562E+00	 6.567E-01	 4.711E-01	 2.117E+00	 1.425E-02
  3.563E+00	 3.563E+00	 6.569E-01	 4.714E-01	 2.045E+00	 1.519E-02
  3.563E+00	 3.563E+00	 6.571E-01	 4.717E-01	 2.008E+00	 1.391E-02
  3.563E+00	 3.563E+00	 6.572E-01	 4.718E-01	 2.123E+00	 1.438E-02
  3.563E+00	 3.563E+00	 6.572E-01	 4.718E-01	 2.169E+00	 1.614E-02
  3.563E+00	 3.563E+00	 6.573E-01	 4.720E-01	 2.120E+00	 1.608E-02
  3.563E+00	 3.563E+00	 6.573E-01	 4.721E-01	 2.099E+00	 1.462E-02
  3.563E+00	 3.563E+00	 6.574E-01	 4.722E-01	 2.079E+00	 1.417E-02
  3.563E+00	 3.563E+00	 6.578E-01	 4.727E-01	 2.103E+00	 1.434E-02
  3.563E+00	 3.563E+00	 6.579E-01	 4.728E-01	 2.070E+00	 1.764E-02
  3.563E+00	 3.563E+00	 6.579E-01	 4.728E-01	 2.074E+00	 1.348E-02
  3.563E+00	 3.564E+00	 6.580E-01	 4.729E-01	 2.058E+00	 1.558E-02
  3.564E+00	 3.564E+00	 6.580E-01	 4.730E-01	 2.108E+00	 1.404E-02
  3.564E+00	 3.564E+00	 6.583E-01	 4.733E-01	 2.137E+00	 1.534E-02
  3.564E+00	 3.564E+00	 6.583E-01	 4.734E-01	 2.062E+00	 1.394E-02
  3.564E+00	 3.564E+00	 6.584E-01	 4.735E-01	 2.062E+00	 1.474E-02
  3.564E+00	 3.564E+00	 6.584E-01	 4.735E-01	 2.092E+00	 1.393E-02
  3.564E+00	 3.564E+00	 6.585E-01	 4.737E-01	 2.071E+00	 1.272E-02
  3.564E+00	 3.564E+00	 6.585E-01	 4.737E-01	 2.106E+00	 1.303E-02
  3.564E+00	 3.564E+00	 6.585E-01	 4.737E-01	 2.018E+00	 1.291E-02
  3.564E+00	 3.564E+00	 6.586E-01	 4.739E-01	 2.145E+00	 1.419E-02
  3.564E+00	 3.564E+00	 6.587E-01	 4.739E-01	 2.084E+00	 1.458E-02
  3.564E+00	 3.564E+00	 6.590E-01	 4.743E-01	 2.180E+00	 1.540E-02
  3.564E+00	 3.564E+00	 6.591E-01	 4.745E-01	 2.053E+00	 1.608E-02
  3.565E+00	 3.565E+00	 6.593E-01	 4.748E-01	 2.065E+00	 1.633E-02
  3.565E+00	 3.565E+00	 6.595E-01	 4.751E-01	 2.048E+00	 1.294E-02
  3.565E+00	 3.565E+00	 6.596E-01	 4.752E-01	 2.060E+00	 1.457E-02
  3.565E+00	 3.565E+00	 6.596E-01	 4.752E-01	 2.139E+00	 1.380E-02
  3.565E+00	 3.565E+00	 6.601E-01	 4.759E-01	 2.011E+00	 1.150E-02
  3.565E+00	 3.565E+00	 6.602E-01	 4.761E-01	 2.069E+00	 1.605E-02
  3.565E+00	 3.566E+00	 6.605E-01	 4.764E-01	 2.044E+00	 1.252E-02
  3.566E+00	 3.566E+00	 6.607E-01	 4.766E-01	 2.047E+00	 1.610E-02
  3.566E+00	 3.566E+00	 6.607E-01	 4.768E-01	 2.203E+00	 1.404E-02
  3.566E+00	 3.566E+00	 6.612E-01	 4.774E-01	 2.198E+00	 1.446E-02
  3.566E+00	 3.566E+00	 6.616E-01	 4.779E-01	 2.080E+00	 1.289E-02
  3.567E+00	 3.567E+00	 6.619E-01	 4.784E-01	 2.074E+00	 1.291E-02
  3.567E+00	 3.567E+00	 6.619E-01	 4.784E-01	 2.070E+00	 1.744E-02
  3.567E+00	 3.567E+00	 6.620E-01	 4.785E-01	 1.998E+00	 1.216E-02
  3.567E+00	 3.567E+00	 6.620E-01	 4.786E-01	 2.041E+00	 1.181E-02
  3.567E+00	 3.567E+00	 6.623E-01	 4.789E-01	 2.150E+00	 1.311E-02
  3.567E+00	 3.567E+00	 6.624E-01	 4.791E-01	 2.073E+00	 1.285E-02
  3.567E+00	 3.567E+00	 6.627E-01	 4.795E-01	 2.060E+00	 1.254E-02
  3.567E+00	 3.567E+00	 6.628E-01	 4.796E-01	 2.063E+00	 1.242E-02
  3.568E+00	 3.568E+00	 6.633E-01	 4.803E-01	 2.156E+00	 1.387E-02
  3.568E+00	 3.568E+00	 6.633E-01	 4.804E-01	 2.057E+00	 1.188E-02
  3.568E+00	 3.568E+00	 6.634E-01	 4.805E-01	 2.067E+00	 1.274E-02
  3.568E+00	 3.568E+00	 6.635E-01	 4.806E-01	 2.093E+00	 1.691E-02
  3.568E+00	 3.568E+00	 6.636E-01	 4.808E-01	 2.073E+00	 1.311E-02
  3.568E+00	 3.568E+00	 6.637E-01	 4.809E-01	 2.064E+00	 1.357E-02
  3.568E+00	 3.568E+00	 6.638E-01	 4.809E-01	 2.049E+00	 1.247E-02
  3.568E+00	 3.568E+00	 6.642E-01	 4.816E-01	 2.050E+00	 1.434E-02
  3.569E+00	 3.569E+00	 6.644E-01	 4.819E-01	 2.057E+00	 1.275E-02
  3.569E+00	 3.569E+00	 6.645E-01	 4.820E-01	 2.045E+00	 1.288E-02
  3.569E+00	 3.569E+00	 6.645E-01	 4.820E-01	 2.032E+00	 1.241E-02
  3.569E+00	 3.569E+00	 6.647E-01	 4.823E-01	 2.068E+00	 1.268E-02
  3.569E+00	 3.569E+00	 6.647E-01	 4.823E-01	 2.029E+00	 1.227E-02
  3.569E+00	 3.569E+00	 6.648E-01	 4.824E-01	 2.046E+00	 1.238E-02
  3.569E+00	 3.569E+00	 6.652E-01	 4.830E-01	 2.079E+00	 1.328E-02
  3.569E+00	 3.569E+00	 6.655E-01	 4.834E-01	 2.023E+00	 1.220E-02
  3.569E+00	 3.570E+00	 6.656E-01	 4.835E-01	 2.043E+00	 1.210E-02
  3.569E+00	 3.570E+00	 6.656E-01	 4.835E-01	 2.100E+00	 1.534E-02
  3.570E+00	 3.570E+00	 6.658E-01	 4.838E-01	 2.024E+00	 1.277E-02
  3.570E+00	 3.570E+00	 6.658E-01	 4.838E-01	 2.033E+00	 1.238E-02
  3.570E+00	 3.570E+00	 6.663E-01	 4.845E-01	 2.038E+00	 1.154E-02
  3.570E+00	 3.570E+00	 6.664E-01	 4.846E-01	 2.029E+00	 1.578E-02
  3.570E+00	 3.570E+00	 6.667E-01	 4.850E-01	 2.115E+00	 1.462E-02
  3.570E+00	 3.570E+00	 6.667E-01	 4.851E-01	 2.112E+00	 1.354E-02
  3.570E+00	 3.570E+00	 6.668E-01	 4.852E-01	 2.022E+00	 1.170E-02
  3.571E+00	 3.571E+00	 6.671E-01	 4.856E-01	 2.029E+00	 1.317E-02
  3.571E+00	 3.571E+00	 6.672E-01	 4.858E-01	 2.071E+00	 1.199E-02
  3.571E+00	 3.571E+00	 6.673E-01	 4.859E-01	 2.032E+00	 1.276E-02
  3.571E+00	 3.571E+00	 6.674E-01	 4.861E-01	 2.126E+00	 1.378E-02
  3.571E+00	 3.571E+00	 6.675E-01	 4.861E-01	 2.009E+00	 1.309E-02
  3.571E+00	 3.571E+00	 6.675E-01	 4.862E-01	 2.015E+00	 1.186E-02
  3.571E+00	 3.571E+00	 6.677E-01	 4.865E-01	 2.098E+00	 1.384E-02
  3.571E+00	 3.571E+00	 6.678E-01	 4.866E-01	 2.057E+00	 1.262E-02
  3.571E+00	 3.571E+00	 6.679E-01	 4.867E-01	 2.030E+00	 1.260E-02
  3.571E+00	 3.571E+00	 6.679E-01	 4.867E-01	 2.060E+00	 1.595E-02
  3.571E+00	 3.571E+00	 6.679E-01	 4.868E-01	 2.054E+00	 1.559E-02
  3.571E+00	 3.571E+00	 6.680E-01	 4.869E-01	 2.018E+00	 1.312E-02
  3.572E+00	 3.572E+00	 6.682E-01	 4.871E-01	 2.055E+00	 1.520E-02
  3.572E+00	 3.572E+00	 6.686E-01	 4.877E-01	 2.046E+00	 1.642E-02
  3.572E+00	 3.572E+00	 6.687E-01	 4.879E-01	 2.047E+00	 1.490E-02
  3.572E+00	 3.572E+00	 6.688E-01	 4.879E-01	 2.019E+00	 1.267E-02
  3.572E+00	 3.572E+00	 6.690E-01	 4.883E-01	 2.033E+00	 1.249E-02
  3.572E+00	 3.572E+00	 6.692E-01	 4.885E-01	 2.038E+00	 1.319E-02
  3.572E+00	 3.572E+00	 6.693E-01	 4.887E-01	 2.015E+00	 1.176E-02
  3.573E+00	 3.573E+00	 6.695E-01	 4.889E-01	 2.025E+00	 1.162E-02
  3.573E+00	 3.573E+00	 6.697E-01	 4.893E-01	 2.055E+00	 1.292E-02
  3.573E+00	 3.573E+00	 6.699E-01	 4.895E-01	 2.027E+00	 1.309E-02
  3.573E+00	 3.573E+00	 6.702E-01	 4.900E-01	 2.025E+00	 1.456E-02
  3.573E+00	 3.573E+00	 6.704E-01	 4.903E-01	 2.056E+00	 1.554E-02
  3.573E+00	 3.574E+00	 6.706E-01	 4.906E-01	 1.999E+00	 1.293E-02
  3.574E+00	 3.574E+00	 6.709E-01	 4.909E-01	 2.033E+00	 1.227E-02
  3.574E+00	 3.574E+00	 6.710E-01	 4.910E-01	 2.003E+00	 1.147E-02
  3.574E+00	 3.574E+00	 6.713E-01	 4.915E-01	 2.056E+00	 1.291E-02
  3.574E+00	 3.574E+00	 6.713E-01	 4.915E-01	 1.996E+00	 1.231E-02
  3.574E+00	 3.574E+00	 6.714E-01	 4.916E-01	 1.984E+00	 1.252E-02
  3.574E+00	 3.574E+00	 6.716E-01	 4.919E-01	 2.007E+00	 1.182E-02
  3.574E+00	 3.574E+00	 6.716E-01	 4.919E-01	 2.049E+00	 1.450E-02
  3.575E+00	 3.575E+00	 6.723E-01	 4.930E-01	 1.990E+00	 1.173E-02
  3.575E+00	 3.575E+00	 6.727E-01	 4.934E-01	 2.033E+00	 1.469E-02
  3.575E+00	 3.575E+00	 6.727E-01	 4.935E-01	 2.042E+00	 1.349E-02
  3.575E+00	 3.575E+00	 6.730E-01	 4.939E-01	 1.971E+00	 1.255E-02
  3.576E+00	 3.576E+00	 6.734E-01	 4.944E-01	 2.104E+00	 1.181E-02
  3.576E+00	 3.576E+00	 6.734E-01	 4.944E-01	 2.077E+00	 2.323E-02
  3.576E+00	 3.576E+00	 6.735E-01	 4.946E-01	 1.997E+00	 1.423E-02
  3.576E+00	 3.576E+00	 6.738E-01	 4.950E-01	 2.037E+00	 1.581E-02
  3.576E+00	 3.576E+00	 6.740E-01	 4.953E-01	 2.044E+00	 1.297E-02
  3.576E+00	 3.576E+00	 6.740E-01	 4.953E-01	 2.116E+00	 1.243E-02
  3.577E+00	 3.577E+00	 6.748E-01	 4.964E-01	 2.062E+00	 2.196E-02
  3.577E+00	 3.577E+00	 6.753E-01	 4.971E-01	 2.007E+00	 1.630E-02
  3.577E+00	 3.577E+00	 6.756E-01	 4.975E-01	 2.032E+00	 1.276E-02
  3.577E+00	 3.578E+00	 6.757E-01	 4.977E-01	 2.035E+00	 1.290E-02
  3.578E+00	 3.578E+00	 6.766E-01	 4.989E-01	 1.998E+00	 1.316E-02
  3.579E+00	 3.579E+00	 6.773E-01	 4.999E-01	 2.014E+00	 1.146E-02
  3.580E+00	 3.580E+00	 6.788E-01	 5.020E-01	 2.009E+00	 1.119E-02
  3.627E+00	 3.627E+00	 7.386E-01	 5.890E-01	 1.756E+00	 1.101E-02
  3.628E+00	 3.628E+00	 7.394E-01	 5.901E-01	 1.722E+00	 1.099E-02
  3.628E+00	 3.628E+00	 7.399E-01	 5.909E-01	 1.727E+00	 1.066E-02
  3.628E+00	 3.628E+00	 7.400E-01	 5.911E-01	 1.758E+00	 1.099E-02
  3.628E+00	 3.628E+00	 7.400E-01	 5.911E-01	 1.777E+00	 1.079E-02
  3.628E+00	 3.628E+00	 7.401E-01	 5.912E-01	 1.803E+00	 1.088E-02
  3.629E+00	 3.629E+00	 7.403E-01	 5.916E-01	 1.741E+00	 1.034E-02
  3.629E+00	 3.629E+00	 7.405E-01	 5.918E-01	 1.703E+00	 1.026E-02
  3.629E+00	 3.629E+00	 7.406E-01	 5.920E-01	 1.751E+00	 1.073E-02
  3.629E+00	 3.629E+00	 7.408E-01	 5.923E-01	 1.731E+00	 1.109E-02
  3.629E+00	 3.629E+00	 7.408E-01	 5.923E-01	 1.725E+00	 1.018E-02
  3.629E+00	 3.629E+00	 7.408E-01	 5.923E-01	 1.714E+00	 1.034E-02
  3.629E+00	 3.629E+00	 7.409E-01	 5.924E-01	 1.796E+00	 1.094E-02
  3.629E+00	 3.629E+00	 7.411E-01	 5.928E-01	 1.752E+00	 1.078E-02
  3.629E+00	 3.629E+00	 7.414E-01	 5.931E-01	 1.779E+00	 1.258E-02
  3.630E+00	 3.630E+00	 7.416E-01	 5.935E-01	 1.755E+00	 1.064E-02
  3.630E+00	 3.630E+00	 7.420E-01	 5.942E-01	 1.699E+00	 1.152E-02
  3.630E+00	 3.630E+00	 7.423E-01	 5.945E-01	 1.770E+00	 1.349E-02
  3.630E+00	 3.630E+00	 7.424E-01	 5.947E-01	 1.738E+00	 1.038E-02
  3.630E+00	 3.630E+00	 7.424E-01	 5.947E-01	 1.706E+00	 9.963E-03
  3.631E+00	 3.631E+00	 7.435E-01	 5.963E-01	 1.772E+00	 1.111E-02
  3.631E+00	 3.631E+00	 7.437E-01	 5.966E-01	 1.771E+00	 1.123E-02
