    7   26   48    1    7     /NITROGEN           /ABELS-VAN MAANEN 1985   ADF11
  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946
  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946
  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946  -8.19946
  -8.19946  -8.19946
  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639
  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639
  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639  -8.15639
  -8.15639  -8.15639
  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399
  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399
  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399  -8.11399
  -8.11399  -8.11399
  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230
  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230
  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230  -8.07230
  -8.07230  -8.07230
  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131
  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131
  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131  -8.03131
  -8.03131  -8.03131
  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100
  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100
  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100  -7.99100
  -7.99100  -7.99100
  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131
  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131
  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131  -7.95131
  -7.95131  -7.95131
  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211
  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211
  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211  -7.91211
  -7.91211  -7.91211
  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318
  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318
  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318  -7.87318
  -7.87318  -7.87318
  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415
  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415
  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415  -7.83415
  -7.83415  -7.83415
  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450
  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450
  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450  -7.79450
  -7.79450  -7.79450
  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345
  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345
  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345  -7.75345
  -7.75345  -7.75345
  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995
  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995
  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995  -7.70995
  -7.70995  -7.70995
  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255
  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255  -7.66255
