{NUMBER OF COLUMNS}       5
*
* SHOTS  =   25028
* TIMES  =     0.300000 to     0.324000 s
*
*       PSIn           r           z        dens          Te
*                    (m)         (m)       (m-3)        (eV)
    0.379157    1.116430    0.000000    6.44E+19      301.78
    0.384749    1.117220    0.000000    6.25E+19      292.99
    0.386327    1.125880    0.000000    6.17E+19      302.18
    0.386969    1.126180    0.000000    6.38E+19      287.77
    0.395496    1.127680    0.000000    6.03E+19      272.38
    0.399178    1.126490    0.000000    6.42E+19      325.84
    0.401382    1.126780    0.000000    6.05E+19      286.81
    0.406848    1.127520    0.000000    6.12E+19      277.07
    0.409394    1.136280    0.000000    6.09E+19      270.26
    0.409998    1.136570    0.000000    6.08E+19      277.64
    0.418692    1.137970    0.000000    6.24E+19      268.27
    0.422412    1.136850    0.000000    6.23E+19      297.58
    0.424734    1.137130    0.000000    6.08E+19      273.13
    0.430082    1.137830    0.000000    6.01E+19      271.36
    0.433564    1.146690    0.000000    6.02E+19      273.02
    0.434073    1.146950    0.000000    6.06E+19      267.42
    0.442975    1.148270    0.000000    6.35E+19      241.70
    0.446739    1.147220    0.000000    5.89E+19      272.20
    0.449162    1.147480    0.000000    6.23E+19      253.61
    0.454349    1.148130    0.000000    5.70E+19      247.58
    0.458726    1.157080    0.000000    5.99E+19      259.34
    0.459177    1.157330    0.000000    5.87E+19      241.94
    0.468250    1.158550    0.000000    6.03E+19      237.45
    0.472076    1.157580    0.000000    5.98E+19      263.38
    0.474608    1.157820    0.000000    6.00E+19      256.13
    0.479647    1.158430    0.000000    5.84E+19      242.80
    0.484986    1.167480    0.000000    6.10E+19      246.69
    0.485344    1.167710    0.000000    6.03E+19      242.21
    0.494639    1.168850    0.000000    6.01E+19      238.53
    0.498479    1.167940    0.000000    6.01E+19      271.83
    0.501125    1.168160    0.000000    5.95E+19      234.34
    0.506000    1.168730    0.000000    5.63E+19      235.73
    0.512239    1.177880    0.000000    5.97E+19      239.86
    0.512492    1.178090    0.000000    6.03E+19      240.27
    0.522007    1.179150    0.000000    6.02E+19      220.31
    0.525889    1.178310    0.000000    6.02E+19      243.78
    0.528654    1.178510    0.000000    6.02E+19      229.88
    0.533373    1.179050    0.000000    5.63E+19      227.74
    0.540437    1.188280    0.000000    5.87E+19      207.07
    0.540574    1.188470    0.000000    5.89E+19      215.08
    0.550325    1.189450    0.000000    5.77E+19      204.87
    0.554207    1.188670    0.000000    5.76E+19      218.21
    0.557128    1.188860    0.000000    5.83E+19      200.48
    0.561655    1.189360    0.000000    5.47E+19      209.09
    0.569537    1.198650    0.000000    5.49E+19      213.36
    0.569604    1.198840    0.000000    5.57E+19      209.83
    0.579680    1.199770    0.000000    5.73E+19      204.08
    0.583501    1.199030    0.000000    5.39E+19      207.66
    0.586587    1.199210    0.000000    5.44E+19      212.30
    0.590933    1.199680    0.000000    5.29E+19      196.87
    0.599483    1.209210    0.000000    5.53E+19      186.64
    0.599525    1.209030    0.000000    5.19E+19      193.88
    0.609853    1.210080    0.000000    5.33E+19      179.50
    0.613608    1.209380    0.000000    5.03E+19      199.41
    0.616864    1.209550    0.000000    5.43E+19      193.36
    0.621012    1.209990    0.000000    4.94E+19      182.12
    0.630126    1.219570    0.000000    5.13E+19      174.91
    0.630315    1.219410    0.000000    5.10E+19      174.23
    0.640872    1.220400    0.000000    5.20E+19      162.50
    0.644535    1.219740    0.000000    4.96E+19      185.73
    0.647971    1.219900    0.000000    5.13E+19      165.84
    0.651915    1.220310    0.000000    5.00E+19      171.25
    0.661611    1.229930    0.000000    4.77E+19      154.22
    0.661898    1.229770    0.000000    4.72E+19      144.64
    0.672674    1.230700    0.000000    4.75E+19      155.83
    0.676270    1.230090    0.000000    4.54E+19      161.37
    0.679861    1.230230    0.000000    4.60E+19      156.07
    0.683616    1.230620    0.000000    4.47E+19      149.07
    0.693786    1.240300    0.000000    4.46E+19      140.30
    0.694211    1.240150    0.000000    4.42E+19      131.63
    0.705157    1.241010    0.000000    4.36E+19      133.05
    0.708648    1.240440    0.000000    4.50E+19      143.47
    0.712459    1.240580    0.000000    4.44E+19      139.85
    0.715977    1.240940    0.000000    4.17E+19      138.36
    0.726536    1.250660    0.000000    4.30E+19      127.99
    0.727137    1.250530    0.000000    4.02E+19      122.75
    0.738294    1.251330    0.000000    4.29E+19      116.06
    0.741652    1.250800    0.000000    4.28E+19      134.54
    0.745626    1.250920    0.000000    4.39E+19      127.41
    0.748937    1.251260    0.000000    3.98E+19      117.76
    0.759971    1.261030    0.000000    4.03E+19      104.96
    0.760692    1.260900    0.000000    3.97E+19      101.70
    0.772045    1.261640    0.000000    4.02E+19      110.12
    0.775262    1.261150    0.000000    4.06E+19      115.15
    0.779466    1.261270    0.000000    4.22E+19      105.29
    0.782521    1.261580    0.000000    3.67E+19      107.77
    0.795149    1.271810    0.000000    3.77E+19       96.31
    0.796066    1.271700    0.000000    3.84E+19       84.52
    0.807598    1.272380    0.000000    4.11E+19       84.53
    0.810657    1.271930    0.000000    3.84E+19      111.07
    0.815062    1.272040    0.000000    3.95E+19       88.66
    0.817841    1.272320    0.000000    3.64E+19       92.62
    0.830796    1.282610    0.000000    3.74E+19       83.67
    0.831878    1.282510    0.000000    3.59E+19       81.99
    0.843560    1.283120    0.000000    3.64E+19       67.76
    0.846429    1.282710    0.000000    3.86E+19       98.24
    0.851036    1.282810    0.000000    3.60E+19       77.95
    0.853575    1.283070    0.000000    3.51E+19       78.79
    0.866804    1.293400    0.000000    3.71E+19       65.72
    0.868058    1.293310    0.000000    3.56E+19       64.24
    0.879855    1.293850    0.000000    3.19E+19       59.60
    0.882563    1.293490    0.000000    3.56E+19       78.60
    0.887365    1.293580    0.000000    3.43E+19       58.13
    0.889580    1.293800    0.000000    3.02E+19       59.05
    0.902838    1.304190    0.000000    3.12E+19       53.10
    0.904294    1.304120    0.000000    3.06E+19       54.88
    0.916158    1.304590    0.000000    3.09E+19       50.65
    0.918666    1.304270    0.000000    3.35E+19       69.84
    0.923644    1.304350    0.000000    3.15E+19       44.67
    0.925596    1.304550    0.000000    1.94E+19       34.27
    0.939011    1.314990    0.000000    2.51E+19       44.78
    0.940594    1.314920    0.000000    2.63E+19       52.74
    0.952556    1.315340    0.000000    2.91E+19       46.14
    0.954834    1.315060    0.000000    2.86E+19       57.15
    0.959968    1.315130    0.000000    1.89E+19       29.71
    0.961623    1.315300    0.000000    7.36E+18       16.22
    0.975106    1.325780    0.000000    8.02E+18       13.87
    0.976850    1.325720    0.000000    1.97E+19       21.78
    0.988833    1.326080    0.000000    2.99E+19       32.78
    0.990882    1.325840    0.000000    2.21E+19       27.95
    0.996156    1.325900    0.000000    5.08E+18        4.58
    1.010764    1.336580    0.000000    4.88E+18       10.59
    1.012666    1.336530    0.000000    9.15E+18       12.00
    1.024600    1.336810    0.000000    1.77E+19       23.88
    1.026502    1.336630    0.000000    1.02E+19       12.10
    1.045946    1.347370    0.000000    5.15E+18        8.69
    1.048002    1.347330    0.000000    7.01E+18        5.90
    1.059959    1.347550    0.000000    7.35E+18        8.31
    1.067171    1.347440    0.000000    3.78E+18        8.06
    1.067998    1.347540    0.000000    6.11E+18        6.55
    1.080704    1.358150    0.000000    7.25E+18        3.31
    1.082975    1.358140    0.000000    7.58E+18        7.19
    1.094923    1.358290    0.000000    6.67E+18        9.04
    1.096385    1.358180    0.000000    6.85E+18        6.61
    1.102067    1.358210    0.000000    4.75E+18        5.59
    1.102577    1.358270    0.000000    1.14E+19        6.20
    1.115207    1.368980    0.000000    6.45E+18        9.35
    1.117563    1.368960    0.000000    5.98E+18        5.67
    1.136650    1.369010    0.000000    5.94E+18        4.54
    1.136913    1.369050    0.000000    8.23E+18        7.43
    1.151808    1.379800    0.000000    5.18E+18        5.90
    1.163813    1.379830    0.000000    5.41E+17        8.38
    1.164913    1.379810    0.000000    8.85E+18        6.33
    1.170854    1.379830    0.000000    2.93E+18        4.47
    1.182972    1.390640    0.000000    2.67E+18        7.82
    1.185621    1.390640    0.000000    4.88E+18        4.32
    1.197657    1.390610    0.000000    5.10E+17        8.70
    1.198568    1.390630    0.000000    7.54E+18        6.59
    1.204374    1.390610    0.000000    4.68E+17        8.46
    1.216164    1.401460    0.000000    4.20E+17        9.49
    1.218987    1.401480    0.000000    6.91E+18       33.52
    1.231027    1.401380    0.000000    1.22E+18        7.87
    1.231783    1.401450    0.000000    3.83E+18       15.46
    1.237459    1.401390    0.000000    1.29E+18       19.96
    1.237965    1.401430    0.000000    1.62E+18        8.97
    1.251886    1.412310    0.000000    6.00E+18        3.09
    1.263962    1.412150    0.000000    5.84E+17        5.64
    1.264505    1.412250    0.000000    2.76E+18        4.98
    1.270090    1.412160    0.000000    1.17E+18       42.98
    1.284375    1.423160    0.000000    3.79E+17        6.23
    1.296855    1.423080    0.000000    2.39E+18        5.27
    1.303298    1.423040    0.000000    2.89E+18        7.04
    1.313058    1.433930    0.000000    3.39E+17        7.50
    1.316298    1.433980    0.000000    3.58E+17        8.18
    1.328425    1.433690    0.000000    6.23E+17        7.52
    1.335217    1.433830    0.000000    3.70E+18        5.96
    1.344431    1.444760    0.000000    3.88E+17        7.88
    1.347807    1.444820    0.000000    1.27E+18        8.31
    1.359978    1.444470    0.000000    5.43E+17        7.86
    1.360056    1.444710    0.000000    5.47E+17        7.99
    1.390964    1.455230    0.000000    4.55E+17        8.82
    1.396042    1.455270    0.000000    5.32E+17        8.54
    1.408101    1.467300    0.000000    1.27E+18       85.22
    1.533060    1.514150    0.000000    7.18E+17       12.45
    1.556220    1.513890    0.000000    1.02E+18       88.17
{END}
